"var","categoria","Si","No"
"P06","José Rioseco",0.408,0.254
"P06","Rubén Ojito García",0.373,0.336
"P06","Otros candidatos",0.016,0.086
"P06","En blanco",0.129,0.123
"P06","No sabe",0.074,0.201
"P08","José Rioseco con el apoyo de Ramón Rioseco",0.442,0.311
"P08","Rubén Ojito García con el apoyo de Rolo Figueroa",0.321,0.293
"P08","Otros candidatos",0.125,0.045
"P08","En blanco",0.045,0.147
"P08","No sabe",0.067,0.204
"P10","Lo votaría",0.406,0.283
"P10","Puede que lo vote",0.112,0.115
"P10","Nunca lo votaría",0.358,0.338
"P10","No sabe",0.124,0.264
"P11","Lo votaría",0.481,0.245
"P11","Puede que lo vote",0.048,0.229
"P11","Nunca lo votaría",0.341,0.333
"P11","No sabe",0.13,0.193
