"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","José Rioseco",0.743,0.294,0.055,0.033
"P06","Rubén Ojito García",0.153,0.41,0.537,0.155
"P06","Otros candidatos",0.058,0.054,0.14,0.14
"P06","En blanco",0,0.114,0.122,0.258
"P06","No sabe",0.046,0.128,0.146,0.414
"P08","José Rioseco con el apoyo de Ramón Rioseco",0.831,0.316,0.06,0.096
"P08","Rubén Ojito García con el apoyo de Rolo Figueroa",0.09,0.392,0.495,0.158
"P08","Otros candidatos",0.072,0.026,0.198,0.127
"P08","En blanco",0,0.181,0.064,0.217
"P08","No sabe",0.007,0.085,0.183,0.402
"P10","Lo votaría",0.292,0.398,0.38,0.238
"P10","Puede que lo vote",0.095,0.352,0.072,0.064
"P10","Nunca lo votaría",0.573,0.148,0.375,0.078
"P10","No sabe",0.04,0.102,0.173,0.62
"P12","Si",0.546,0.114,0.386,0.292
"P12","No",0.454,0.886,0.614,0.708
