"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Siempre",0.277,0.274,0.28,0.198,0.27,0.288,0.341,0.288,0.267,0.279,0.288,0.242,0.243,0.285,0.285,0.277,0.253
"Casi siempre",0.385,0.39,0.38,0.317,0.368,0.429,0.414,0.344,0.391,0.414,0.374,0.398,0.467,0.38,0.391,0.401,0.379
"Casi nunca",0.234,0.233,0.234,0.306,0.26,0.205,0.161,0.248,0.214,0.244,0.214,0.243,0.224,0.248,0.231,0.222,0.264
"Nunca, pero esta es una excepción",0.104,0.103,0.106,0.179,0.102,0.078,0.084,0.12,0.128,0.063,0.124,0.117,0.066,0.087,0.093,0.1,0.104
