"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.448,0.307,0.386,0.364,0.456,0.572,0.593,0.443,0.286
"P04","Realizo changas o trabajos de vez en cuando",0.222,0.418,0.19,0.125,0.22,0.115,0.165,0.256,0.316
"P04","No tengo trabajo",0.17,0.163,0.313,0.116,0.159,0.176,0.108,0.117,0.217
"P04","Soy jubilado o pensionado",0.16,0.112,0.111,0.395,0.165,0.137,0.134,0.184,0.181
"P06","1",0.373,0.224,0.142,0.127,0.109,0.12,0.236,0.283,0.446
"P06","2",0.041,0.138,0.06,0.029,0.036,0.048,0.065,0.118,0.03
"P06","3",0.029,0.029,0.115,0.037,0.039,0.084,0.158,0.038,0.018
"P06","4",0.014,0.035,0.055,0.131,0.051,0.089,0.073,0.033,0.007
"P06","5",0.104,0.155,0.151,0.195,0.431,0.221,0.152,0.187,0.095
"P06","6",0.015,0.055,0.036,0.083,0.072,0.29,0.033,0.041,0.012
"P06","7",0.037,0.073,0.142,0.081,0.06,0.092,0.156,0.045,0.006
"P06","8",0.035,0.099,0.122,0.121,0.066,0.034,0.066,0.139,0.011
"P06","9",0.352,0.192,0.177,0.196,0.136,0.022,0.061,0.116,0.375
"P07","1",0.34,0.266,0.288,0.28,0.27,0.416,0.549,0.512,0.525
"P07","2",0.027,0.059,0.037,0.049,0.033,0.098,0.059,0.029,0.017
"P07","3",0.019,0.024,0.072,0.041,0.029,0.058,0.057,0.039,0.013
"P07","4",0.014,0.013,0.042,0.037,0.022,0.029,0.011,0.032,0.004
"P07","5",0.079,0.132,0.082,0.149,0.163,0.101,0.099,0.075,0.057
"P07","6",0.02,0.051,0.037,0.036,0.037,0.05,0.013,0.011,0.008
"P07","7",0.021,0.04,0.048,0.053,0.047,0.043,0.046,0.04,0.003
"P07","8",0.026,0.053,0.074,0.057,0.043,0.051,0.009,0.061,0.01
"P07","9",0.454,0.362,0.32,0.298,0.356,0.154,0.157,0.201,0.363
"P09","Del Frente de Todos y el peronismo",0.239,0.281,0.13,0.195,0.211,0.399,0.539,0.52,0.454
"P09","De Juntos por el cambio",0.407,0.297,0.452,0.405,0.321,0.29,0.187,0.189,0.215
"P09","De los Liberales libertarios",0.194,0.222,0.259,0.24,0.178,0.079,0.093,0.072,0.09
"P09","De la Izquierda",0.013,0.034,0.027,0.021,0.021,0.044,0.065,0.091,0.076
"P09","No sabe",0.147,0.166,0.132,0.139,0.269,0.188,0.116,0.128,0.165
"P10","A Alberto Fernández",0.367,0.223,0.318,0.176,0.123,0.053,0.155,0.204,0.287
"P10","A Sergio Massa",0.253,0.294,0.267,0.274,0.245,0.244,0.183,0.155,0.174
"P10","A algún candidato del peronismo",0.142,0.091,0.151,0.281,0.27,0.142,0.133,0.107,0.143
"P10","A algún candidato del kirchnerismo",0.238,0.392,0.264,0.269,0.362,0.561,0.529,0.534,0.396
"P11","A Alberto Fernández",0.314,0.176,0.304,0.118,0.122,0.048,0.071,0.137,0.277
"P11","A Sergio Massa",0.179,0.214,0.089,0.153,0.161,0.125,0.101,0.088,0.109
"P11","A algún candidato del peronismo",0.093,0.09,0.231,0.293,0.227,0.187,0.111,0.095,0.093
"P11","A Cristina Fernández de Kirchner",0.414,0.52,0.376,0.436,0.49,0.64,0.717,0.68,0.521
"P12","A Horacio Rodriguez Larreta",0.234,0.25,0.183,0.305,0.291,0.276,0.217,0.18,0.221
"P12","A Mauricio Macri",0.318,0.41,0.343,0.283,0.241,0.238,0.324,0.251,0.397
"P12","A Patricia Bullrich",0.353,0.285,0.364,0.308,0.343,0.338,0.21,0.313,0.241
"P12","A Facundo Manes",0.042,0.036,0.057,0.066,0.105,0.076,0.12,0.191,0.05
"P12","A Gerardo Morales",0.053,0.019,0.053,0.038,0.02,0.072,0.129,0.065,0.091
"P13","Seguro lo votaria",0.26,0.125,0.153,0.119,0.171,0.112,0.107,0.209,0.308
"P13","Quizás lo votaría",0.315,0.485,0.431,0.376,0.369,0.321,0.352,0.456,0.298
"P13","Nunca lo votaría",0.425,0.39,0.416,0.505,0.46,0.567,0.541,0.335,0.394
"P14","Lo votaría",0.3,0.203,0.265,0.248,0.181,0.088,0.089,0.119,0.172
"P14","Puede que lo vote",0.229,0.248,0.276,0.279,0.202,0.161,0.124,0.139,0.123
"P14","Nunca lo votaría",0.382,0.405,0.417,0.384,0.488,0.656,0.722,0.657,0.617
"P14","No sabe",0.089,0.144,0.042,0.089,0.129,0.095,0.065,0.085,0.088
"P15","Lo votaría",0.122,0.128,0.06,0.116,0.102,0.175,0.155,0.186,0.174
"P15","Puede que lo vote",0.131,0.12,0.127,0.145,0.169,0.269,0.354,0.286,0.259
"P15","Nunca lo votaría",0.66,0.671,0.749,0.674,0.632,0.457,0.378,0.459,0.448
"P15","No sabe",0.087,0.081,0.064,0.065,0.097,0.099,0.113,0.069,0.119
"P16","Lo votaría",0.167,0.159,0.107,0.04,0.066,0.11,0.125,0.139,0.245
"P16","Puede que lo vote",0.105,0.134,0.065,0.1,0.12,0.268,0.308,0.277,0.232
"P16","Nunca lo votaría",0.666,0.653,0.784,0.792,0.716,0.533,0.434,0.49,0.426
"P16","No sabe",0.062,0.054,0.044,0.068,0.098,0.089,0.133,0.094,0.097
"P17","La votaría",0.227,0.239,0.17,0.109,0.153,0.346,0.474,0.595,0.479
"P17","Puede que la vote",0.052,0.066,0.052,0.019,0.068,0.104,0.107,0.071,0.088
"P17","Nunca la votaría",0.678,0.653,0.748,0.81,0.728,0.494,0.36,0.331,0.355
"P17","No sabe",0.043,0.042,0.03,0.062,0.051,0.056,0.059,0.003,0.078
"P18","Lo votaría",0.163,0.124,0.13,0.151,0.144,0.103,0.097,0.09,0.095
"P18","Puede que lo vote",0.269,0.236,0.282,0.307,0.273,0.23,0.156,0.135,0.158
"P18","Nunca lo votaría",0.468,0.485,0.489,0.45,0.469,0.576,0.708,0.746,0.664
"P18","No sabe",0.1,0.155,0.099,0.092,0.114,0.091,0.039,0.029,0.083
"P19","Lo votaría",0.084,0.092,0.04,0.062,0.095,0.101,0.032,0.04,0.053
"P19","Puede que lo vote",0.208,0.191,0.224,0.245,0.262,0.293,0.204,0.133,0.163
