"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.373,0.504,0.487,0.464,0.449,0.526,0.522,0.48,0.365
"P04","Realizo changas o trabajos de vez en cuando",0.235,0.233,0.166,0.183,0.234,0.167,0.181,0.189,0.278
"P04","No tengo trabajo",0.2,0.121,0.19,0.193,0.166,0.123,0.103,0.153,0.167
"P04","Soy jubilado o pensionado",0.192,0.142,0.157,0.16,0.151,0.184,0.194,0.178,0.19
"P05","1",0.417,0.24,0.189,0.107,0.164,0.094,0.19,0.178,0.442
"P05","2",0.062,0.203,0.047,0.066,0.061,0.087,0.093,0.123,0.06
"P05","3",0.032,0.071,0.153,0.084,0.048,0.046,0.146,0.123,0.045
"P05","4",0.034,0.04,0.058,0.233,0.073,0.123,0.098,0.143,0.058
"P05","5",0.078,0.135,0.166,0.243,0.436,0.29,0.196,0.211,0.109
"P05","6",0.018,0.038,0.074,0.089,0.047,0.242,0.062,0.023,0.004
"P05","7",0.055,0.079,0.216,0.115,0.05,0.043,0.166,0.069,0.016
"P05","8",0.045,0.101,0.036,0.035,0.043,0.037,0.033,0.1,0.021
"P05","9",0.259,0.093,0.061,0.028,0.078,0.038,0.016,0.03,0.245
"P07","1",0.588,0.393,0.383,0.379,0.275,0.256,0.219,0.205,0.276
"P07","2",0.027,0.17,0.04,0.073,0.043,0.057,0.032,0.027,0.007
"P07","3",0.01,0.041,0.188,0.081,0.027,0.042,0.045,0.022,0.011
"P07","4",0.007,0.014,0.008,0.087,0.023,0.053,0.03,0.022,0.008
"P07","5",0.029,0.072,0.117,0.078,0.271,0.092,0.103,0.089,0.066
"P07","6",0.007,0.016,0.007,0.048,0.022,0.16,0.033,0.065,0.015
"P07","7",0.004,0.017,0.004,0.032,0.035,0.049,0.207,0.065,0.013
"P07","8",0.007,0.054,0.023,0.021,0.04,0.041,0.067,0.172,0.022
"P07","9",0.321,0.223,0.23,0.201,0.264,0.25,0.264,0.333,0.582
"P09","Del Frente de Todos y el peronismo",0.466,0.438,0.485,0.409,0.24,0.227,0.168,0.127,0.168
"P09","De Juntos por el cambio",0.237,0.276,0.206,0.256,0.339,0.394,0.473,0.416,0.388
"P09","De los Liberales libertarios",0.071,0.086,0.072,0.119,0.138,0.202,0.21,0.366,0.272
"P09","De la Izquierda",0.038,0.089,0.053,0.055,0.03,0.022,0.015,0.017,0.031
"P09","No sabe",0.188,0.111,0.184,0.161,0.253,0.155,0.134,0.074,0.141
"P10","A Alberto Fernández",0.29,0.14,0.18,0.14,0.189,0.144,0.218,0.157,0.317
"P10","A Sergio Massa",0.177,0.237,0.239,0.257,0.245,0.189,0.199,0.374,0.288
"P10","A algún candidato del peronismo",0.114,0.084,0.157,0.153,0.257,0.139,0.364,0.153,0.19
"P10","A algún candidato del kirchnerismo",0.419,0.539,0.424,0.45,0.309,0.528,0.219,0.316,0.205
"P11","A Alberto Fernández",0.262,0.13,0.073,0.08,0.142,0.171,0.132,0.118,0.29
"P11","A Sergio Massa",0.109,0.123,0.176,0.176,0.188,0.058,0.102,0.095,0.198
"P11","A algún candidato del peronismo",0.058,0.088,0.208,0.182,0.214,0.123,0.336,0.162,0.173
"P11","A Cristina Fernández de Kirchner",0.571,0.659,0.543,0.562,0.456,0.648,0.43,0.625,0.339
"P12","A Horacio Rodriguez Larreta",0.32,0.348,0.165,0.296,0.242,0.353,0.246,0.177,0.187
"P12","A Mauricio Macri",0.235,0.412,0.409,0.359,0.236,0.228,0.268,0.337,0.41
"P12","A Patricia Bullrich",0.279,0.212,0.253,0.202,0.347,0.314,0.39,0.362,0.351
"P12","A Facundo Manes",0.071,0.028,0.12,0.104,0.109,0.075,0.043,0.078,0.028
"P12","A Gerardo Morales",0.095,0,0.053,0.039,0.066,0.03,0.053,0.046,0.024
"P13","Seguro lo votaria",0.31,0.245,0.185,0.111,0.126,0.132,0.112,0.145,0.262
"P13","Quizás lo votaría",0.279,0.423,0.301,0.411,0.341,0.37,0.406,0.434,0.361
"P13","Nunca lo votaría",0.411,0.332,0.514,0.478,0.533,0.498,0.482,0.421,0.377
"P14","Lo votaría",0.15,0.181,0.137,0.122,0.176,0.146,0.296,0.302,0.322
"P14","Puede que lo vote",0.132,0.157,0.109,0.157,0.208,0.269,0.349,0.291,0.232
"P14","Nunca lo votaría",0.629,0.576,0.689,0.619,0.486,0.514,0.295,0.341,0.339
"P14","No sabe",0.089,0.086,0.065,0.102,0.13,0.071,0.06,0.066,0.107
"P15","Lo votaría",0.196,0.126,0.178,0.082,0.117,0.121,0.097,0.085,0.088
"P15","Puede que lo vote",0.233,0.252,0.344,0.257,0.192,0.143,0.147,0.088,0.114
"P15","Nunca lo votaría",0.444,0.551,0.364,0.558,0.577,0.659,0.702,0.765,0.742
"P15","No sabe",0.127,0.071,0.114,0.103,0.114,0.077,0.054,0.062,0.056
"P16","Lo votaría",0.257,0.166,0.188,0.057,0.086,0.081,0.057,0.048,0.112
"P16","Puede que lo vote",0.231,0.247,0.265,0.153,0.139,0.135,0.07,0.093,0.083
"P16","Nunca lo votaría",0.414,0.482,0.451,0.663,0.681,0.7,0.843,0.824,0.747
"P16","No sabe",0.098,0.105,0.096,0.127,0.094,0.084,0.03,0.035,0.058
"P17","La votaría",0.492,0.416,0.386,0.272,0.203,0.193,0.101,0.103,0.157
"P17","Puede que la vote",0.089,0.098,0.175,0.054,0.068,0.046,0.037,0.044,0.031
"P17","Nunca la votaría",0.347,0.44,0.387,0.592,0.673,0.716,0.839,0.844,0.775
"P17","No sabe",0.072,0.046,0.052,0.082,0.056,0.045,0.023,0.009,0.037
"P18","Lo votaría",0.117,0.148,0.088,0.113,0.122,0.145,0.163,0.13,0.161
"P18","Puede que lo vote",0.15,0.181,0.168,0.21,0.264,0.346,0.403,0.37,0.248
"P18","Nunca lo votaría",0.633,0.577,0.631,0.589,0.489,0.422,0.372,0.451,0.498
"P18","No sabe",0.1,0.094,0.113,0.088,0.125,0.087,0.062,0.049,0.093
"P19","Lo votaría",0.078,0.049,0.063,0.073,0.076,0.104,0.085,0.071,0.065
"P19","Puede que lo vote",0.165,0.14,0.232,0.241,0.242,0.326,0.276,0.231,0.208
"P19","Nunca lo votaría",0.581,0.627,0.518,0.523,0.488,0.405,0.518,0.577,0.589
"P19","No sabe",0.176,0.184,0.187,0.163,0.194,0.165,0.121,0.121,0.138
"P20","La votaría",0.143,0.168,0.141,0.19,0.243,0.228,0.37,0.403,0.355
"P20","Puede que la vote",0.123,0.161,0.106,0.155,0.176,0.296,0.295,0.278,0.231
"P20","Nunca la votaría",0.629,0.636,0.67,0.592,0.475,0.434,0.272,0.258,0.341
"P20","No sabe",0.105,0.035,0.083,0.063,0.106,0.042,0.063,0.061,0.073
"P21","Lo votaría",0.125,0.155,0.124,0.103,0.161,0.15,0.26,0.383,0.363
"P21","Puede que lo vote",0.132,0.134,0.12,0.208,0.173,0.266,0.246,0.273,0.22
"P21","Nunca lo votaría",0.646,0.679,0.666,0.622,0.571,0.549,0.435,0.302,0.34
"P21","No sabe",0.097,0.032,0.09,0.067,0.095,0.035,0.059,0.042,0.077
"P22","La votaría",0.09,0.08,0.104,0.108,0.115,0.099,0.154,0.188,0.165
"P22","Puede que la vote",0.135,0.23,0.132,0.139,0.236,0.245,0.297,0.312,0.227
"P22","Nunca la votaría",0.666,0.623,0.648,0.627,0.5,0.507,0.437,0.413,0.473
"P22","No sabe",0.109,0.067,0.116,0.126,0.149,0.149,0.112,0.087,0.135
"P23","Lo votaría",0.194,0.207,0.198,0.133,0.083,0.048,0.069,0.065,0.056
