"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Patricia Bullrich por Juntos por el Cambio",0.52,0.518,0.522,0.548,0.467,0.525,0.591,0.492,0.534,0.528,0.553,0.543,0.481,0.483,0.525,0.525,0.522
"Daniel Scioli por el Frente de Todos",0.279,0.268,0.29,0.226,0.298,0.307,0.257,0.279,0.266,0.297,0.26,0.242,0.305,0.311,0.28,0.301,0.264
"En blanco",0.108,0.137,0.081,0.117,0.141,0.09,0.057,0.122,0.105,0.098,0.102,0.117,0.115,0.109,0.103,0.105,0.1
"No sabe",0.093,0.077,0.107,0.109,0.094,0.078,0.095,0.107,0.095,0.077,0.085,0.098,0.099,0.097,0.092,0.069,0.114
