"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.385,0.376,0.393,0.414,0.33,0.401,0.442,0.342,0.39,0.417,0.399,0.393,0.381,0.368,0.396,0.397,0.35
"Axel Kicillof por el Frente de Todos",0.307,0.284,0.329,0.234,0.336,0.331,0.289,0.302,0.286,0.339,0.271,0.245,0.335,0.365,0.324,0.342,0.248
"En blanco",0.176,0.228,0.127,0.244,0.207,0.149,0.088,0.188,0.187,0.15,0.184,0.202,0.184,0.156,0.164,0.167,0.184
"No sabe",0.132,0.112,0.151,0.108,0.127,0.119,0.181,0.168,0.137,0.094,0.146,0.16,0.1,0.111,0.116,0.094,0.218
