"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"A Horacio Rodríguez Larreta",0.168,0.176,0.16,0.208,0.181,0.14,0.144,0.196,0.158,0.156,0.174,0.144,0.249,0.161,0.152,0.152,0.19
"A Patricia Bullrich",0.698,0.671,0.721,0.635,0.667,0.734,0.762,0.666,0.704,0.718,0.733,0.657,0.561,0.7,0.719,0.743,0.602
"A Facundo Manes",0.077,0.077,0.078,0.095,0.081,0.083,0.049,0.074,0.083,0.073,0.058,0.081,0.094,0.093,0.079,0.051,0.137
"A Gerardo Morales",0.057,0.076,0.041,0.062,0.071,0.043,0.045,0.064,0.055,0.053,0.035,0.118,0.096,0.046,0.05,0.054,0.071
