"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Wado de Pedro por el Frente de Todos",0.19,0.171,0.208,0.158,0.199,0.206,0.19,0.184,0.185,0.204,0.178,0.165,0.191,0.213,0.211,0.236,0.141
"Patricia Bullrich por Juntos por el Cambio",0.173,0.149,0.195,0.121,0.132,0.221,0.265,0.142,0.17,0.21,0.196,0.17,0.129,0.159,0.199,0.181,0.167
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.06,0.055,0.064,0.044,0.056,0.067,0.075,0.057,0.061,0.06,0.052,0.066,0.089,0.059,0.061,0.056,0.073
"Juan Schiaretti por Juntos por el Cambio",0.09,0.111,0.072,0.127,0.109,0.061,0.042,0.091,0.103,0.072,0.114,0.109,0.097,0.059,0.089,0.076,0.099
"Jose Luis Espert por Juntos por el Cambio",0.091,0.093,0.09,0.096,0.093,0.093,0.08,0.09,0.084,0.104,0.077,0.077,0.082,0.112,0.099,0.108,0.064
"Javier Milei por la Libertad Avanza",0.229,0.274,0.188,0.3,0.215,0.21,0.196,0.218,0.242,0.22,0.233,0.231,0.195,0.229,0.218,0.219,0.243
"Al candidato del Frente de Izquierda",0.025,0.022,0.028,0.02,0.036,0.02,0.017,0.025,0.026,0.026,0.026,0.016,0.032,0.029,0.023,0.028,0.028
"En blanco",0.034,0.033,0.034,0.041,0.04,0.025,0.023,0.041,0.032,0.03,0.034,0.031,0.022,0.037,0.023,0.027,0.039
"No sabe",0.108,0.092,0.121,0.093,0.12,0.097,0.112,0.152,0.097,0.074,0.09,0.135,0.163,0.103,0.077,0.069,0.146
