"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Sergio Massa por el Frente de Todos",0.109,0.11,0.108,0.082,0.123,0.11,0.107,0.145,0.096,0.088,0.097,0.102,0.12,0.121,0.104,0.11,0.111
"Wado de Pedro por el Frente de Todos",0.189,0.167,0.209,0.145,0.203,0.22,0.172,0.173,0.175,0.227,0.17,0.141,0.218,0.225,0.212,0.234,0.123
"Patricia Bullrich por Juntos por el Cambio",0.26,0.233,0.285,0.171,0.208,0.332,0.389,0.228,0.26,0.296,0.269,0.255,0.172,0.266,0.273,0.285,0.26
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.082,0.075,0.088,0.076,0.076,0.081,0.104,0.081,0.082,0.083,0.084,0.087,0.076,0.079,0.084,0.079,0.092
"Javier Milei por la Libertad Avanza",0.217,0.283,0.157,0.352,0.233,0.146,0.111,0.212,0.245,0.181,0.243,0.265,0.23,0.169,0.222,0.189,0.21
"Al candidato del Frente de Izquierda",0.032,0.033,0.031,0.048,0.036,0.023,0.017,0.028,0.033,0.034,0.03,0.024,0.033,0.037,0.03,0.032,0.046
"En blanco",0.028,0.032,0.025,0.037,0.029,0.022,0.023,0.033,0.026,0.026,0.025,0.029,0.025,0.031,0.018,0.022,0.041
"No sabe",0.083,0.067,0.097,0.089,0.092,0.066,0.077,0.1,0.083,0.065,0.082,0.097,0.126,0.072,0.057,0.049,0.117
