"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Patricia Bullrich por Juntos por el Cambio",0.506,0.492,0.52,0.537,0.449,0.515,0.578,0.448,0.531,0.529,0.548,0.51,0.437,0.473,0.517,0.51,0.5
"Axel Kicillof por el Frente de Todos",0.311,0.287,0.333,0.243,0.339,0.342,0.278,0.307,0.285,0.346,0.267,0.272,0.405,0.358,0.335,0.341,0.246
"En blanco",0.102,0.142,0.065,0.14,0.128,0.078,0.048,0.126,0.106,0.076,0.1,0.116,0.105,0.098,0.077,0.097,0.115
"No sabe",0.081,0.079,0.082,0.08,0.084,0.065,0.096,0.119,0.078,0.049,0.085,0.102,0.053,0.071,0.071,0.052,0.139
