"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Axel Kicillof por el Frente de Todos",0.274,0.263,0.283,0.208,0.299,0.298,0.259,0.274,0.245,0.31,0.238,0.217,0.303,0.329,0.285,0.324,0.217
"Patricia Bullrich por Juntos por el Cambio",0.294,0.255,0.331,0.178,0.229,0.368,0.454,0.259,0.303,0.317,0.314,0.285,0.227,0.29,0.296,0.326,0.291
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.082,0.069,0.093,0.09,0.075,0.08,0.089,0.077,0.086,0.081,0.073,0.087,0.116,0.083,0.09,0.07,0.097
"Javier Milei por la Libertad Avanza",0.223,0.3,0.153,0.412,0.242,0.143,0.093,0.24,0.239,0.187,0.244,0.27,0.22,0.183,0.234,0.19,0.22
"Al candidato del Frente de Izquierda",0.022,0.02,0.023,0.006,0.038,0.017,0.01,0.016,0.024,0.025,0.019,0.021,0.044,0.021,0.017,0.021,0.028
"En blanco",0.031,0.036,0.026,0.039,0.034,0.028,0.017,0.041,0.03,0.021,0.033,0.034,0.029,0.027,0.024,0.026,0.031
"No sabe",0.074,0.057,0.091,0.067,0.083,0.066,0.078,0.093,0.073,0.059,0.079,0.086,0.061,0.067,0.054,0.043,0.116
