"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P10","Unión por la Patria",0.252,0.209,0.253,0.198
"P10","Juntos por el Cambio",0.437,0.429,0.31,0.18
"P10","De los liberales libertarios",0.231,0.239,0.217,0.144
"P10","De la Izquierda",0.041,0.036,0.047,0.082
"P10","Hacemos por nuestro país",0.011,0.053,0.07,0.063
"P10","Otro",0.012,0.011,0.037,0.045
"P10","En blanco",0.006,0,0.007,0.066
"P10","No sabe",0.01,0.023,0.059,0.222
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.268,0.267,0.259,0.219
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.422,0.353,0.369,0.174
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.235,0.246,0.176,0.075
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.036,0.06,0.081,0.033
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.021,0.046,0.065,0.122
"P13","En blanco",0.01,0.004,0.023,0.059
"P13","No sabe",0.008,0.024,0.027,0.318
"P16","Union por la Patria",0.293,0.183,0.274,0.265
"P16","Cambiemos",0.463,0.469,0.422,0.212
"P16","Liberales",0.177,0.209,0.106,0.042
"P16","Izquierda",0.034,0.037,0.058,0.053
"P16","No sabe",0.033,0.102,0.14,0.428
"P17","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.268,0.262,0.291,0.306
"P17","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.457,0.433,0.363,0.163
"P17","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.188,0.189,0.133,0.047
"P17","La candidata a Jefe de Gobierno de la izquierda",0.024,0.032,0.055,0.065
"P17","En blanco",0.029,0.026,0.079,0.13
"P17","No sabe",0.034,0.058,0.079,0.289
"P27","Tiene Decidido que va a ir a votar",0.964,0.795,0.757,0.827
"P27","Tiene dudas sobre si va a ir a  votar",0.029,0.195,0.158,0.114
"P27","Tiene Decidido que no va a ir a votar",0.007,0.01,0.085,0.059
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.336,0.278,0.377,0.308
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.491,0.507,0.368,0.236
"P28","En blanco",0.111,0.093,0.114,0.119
"P28","No sabe",0.062,0.122,0.141,0.337
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.497,0.527,0.465,0.313
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.269,0.312,0.221,0.188
"P29","En blanco",0.153,0.11,0.168,0.195
"P29","No sabe",0.081,0.051,0.146,0.304
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.349,0.297,0.425,0.246
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.325,0.38,0.257,0.181
"P30","En blanco",0.226,0.214,0.201,0.24
"P30","No sabe",0.1,0.109,0.117,0.333
"P38","Inflación",0.368,0.401,0.416,0.198
"P38","Desempleo",0.067,0.076,0.066,0.162
"P38","Corrupción",0.307,0.254,0.177,0.368
"P38","Inseguridad",0.105,0.163,0.077,0.079
"P38","Precio del dólar",0.009,0,0.097,0
"P38","Pobreza",0.062,0.031,0.068,0.086
"P38","Narcotráfico",0.002,0.008,0.009,0.017
"P38","Tarifas",0.007,0,0,0
"P38","Otro",0.06,0.044,0.046,0.076
"P38","No sabe",0.013,0.023,0.044,0.014
"P10_imputada","Unión por la Patria",0.253,0.218,0.261,0.224
"P10_imputada","Juntos por el Cambio",0.437,0.428,0.337,0.321
"P10_imputada","De los liberales libertarios",0.236,0.239,0.217,0.177
"P10_imputada","De la Izquierda",0.041,0.038,0.071,0.099
"P10_imputada","Hacemos por nuestro país",0.015,0.053,0.07,0.063
"P10_imputada","Otro",0.012,0.024,0.037,0.05
"P10_imputada","En blanco",0.006,0,0.007,0.066
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.268,0.276,0.259,0.305
"P13_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.424,0.36,0.382,0.277
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.235,0.252,0.191,0.154
"P13_imputada","Los candidatos a presidente y vicepresidente de la izquierda",0.036,0.06,0.08,0.079
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.027,0.047,0.065,0.127
"P13_imputada","En blanco",0.01,0.005,0.023,0.058
"P16_imputada","Union por la Patria",0.302,0.219,0.342,0.41
"P16_imputada","Cambiemos",0.479,0.518,0.463,0.427
"P16_imputada","Liberales",0.18,0.226,0.133,0.08
"P16_imputada","Izquierda",0.039,0.037,0.062,0.083
"P17_imputada","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.278,0.285,0.315,0.403
"P17_imputada","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.464,0.444,0.373,0.235
"P17_imputada","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.199,0.194,0.174,0.096
"P17_imputada","Los candidatos a Jefe de Gobierno de la izquierda",0.028,0.032,0.054,0.077
"P17_imputada","En blanco",0.031,0.045,0.084,0.189
