"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.267,0.228,0.299,0.278,0.351,0.225,0.152,0.293,0.242,0.276,0.681,0.096,0.152,0.734,0.707,0.052,0.184,0.094
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.387,0.345,0.423,0.155,0.314,0.536,0.631,0.274,0.384,0.431,0.112,0.606,0.304,0.117,0.103,0.845,0.495,0.047
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.238,0.316,0.173,0.436,0.228,0.151,0.112,0.262,0.261,0.212,0.132,0.24,0.371,0.094,0.09,0.073,0.155,0.817
"Los candidatos a presidente y vicepresidente de la izquierda",0.048,0.053,0.044,0.07,0.05,0.038,0.031,0.076,0.042,0.042,0.036,0.013,0.027,0.024,0.046,0.017,0.053,0.007
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.043,0.045,0.041,0.053,0.042,0.03,0.047,0.069,0.046,0.032,0.021,0.034,0.128,0.024,0.041,0.008,0.092,0.028
"En blanco",0.017,0.013,0.02,0.008,0.015,0.02,0.027,0.026,0.025,0.007,0.018,0.011,0.018,0.007,0.013,0.005,0.021,0.007
