"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.331,0.284,0.37,0.352,0.413,0.257,0.246,0.37,0.3,0.338,0.744,0.154,0.224,0.817,0.835,0.096,0.199,0.102
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.464,0.471,0.458,0.29,0.389,0.604,0.63,0.329,0.495,0.489,0.1,0.679,0.529,0.1,0.105,0.846,0.616,0.306
"En blanco",0.109,0.158,0.068,0.222,0.107,0.061,0.043,0.137,0.126,0.088,0.064,0.091,0.122,0.041,0.019,0.031,0.067,0.42
"No sabe",0.096,0.087,0.104,0.136,0.091,0.078,0.081,0.164,0.079,0.085,0.092,0.076,0.125,0.042,0.041,0.027,0.118,0.172
