"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.227,0.204,0.246,0.221,0.276,0.197,0.181,0.202,0.192,0.261,0.581,0.084,0.165,0.638,0.618,0.041,0.175,0.047
"Juntos por el Cambio",0.399,0.36,0.432,0.208,0.329,0.545,0.592,0.292,0.42,0.423,0.134,0.606,0.303,0.183,0.101,0.822,0.535,0.09
"De los liberales libertarios",0.218,0.294,0.155,0.377,0.215,0.156,0.103,0.274,0.219,0.197,0.152,0.225,0.18,0.116,0.153,0.09,0.138,0.699
"De la Izquierda",0.05,0.047,0.052,0.055,0.075,0.033,0.019,0.055,0.059,0.041,0.048,0.022,0.023,0.022,0.097,0.011,0.043,0.032
"Hacemos por nuestro país",0.027,0.03,0.024,0.037,0.03,0.017,0.018,0.042,0.023,0.024,0.026,0.022,0.031,0.014,0.015,0,0.056,0.024
"Otro",0.021,0.02,0.021,0.035,0.016,0.011,0.023,0.036,0.02,0.016,0.013,0.013,0.085,0.005,0.008,0.007,0.004,0.04
"En blanco",0.018,0.014,0.022,0.02,0.012,0.021,0.022,0.025,0.024,0.011,0.009,0.011,0.079,0.003,0,0.009,0.022,0.026
"No sabe",0.04,0.031,0.048,0.047,0.047,0.02,0.042,0.074,0.043,0.027,0.037,0.017,0.134,0.019,0.008,0.02,0.027,0.042
