"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.274,0.236,0.305,0.322,0.33,0.221,0.178,0.278,0.24,0.297,0.614,0.101,0.275,0.695,0.674,0.068,0.217,0.107
"Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.421,0.406,0.433,0.188,0.346,0.596,0.632,0.269,0.428,0.47,0.12,0.631,0.424,0.116,0.053,0.819,0.578,0.22
"Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.172,0.198,0.149,0.318,0.169,0.101,0.083,0.194,0.209,0.136,0.128,0.182,0.153,0.114,0.165,0.057,0.084,0.533
"La candidata a Jefe de Gobierno de la izquierda",0.032,0.038,0.028,0.04,0.041,0.022,0.02,0.04,0.034,0.029,0.032,0.014,0.023,0.02,0.023,0.003,0.042,0.008
"En blanco",0.043,0.055,0.034,0.043,0.061,0.026,0.031,0.08,0.026,0.042,0.045,0.033,0,0.034,0.047,0.025,0.04,0.035
"No sabe",0.058,0.067,0.051,0.089,0.053,0.034,0.056,0.139,0.063,0.026,0.061,0.039,0.125,0.021,0.038,0.028,0.039,0.097
