"var","categoria","Si","No"
"P05","Mucho",0.479,0.522
"P05","Bastante",0.332,0.305
"P05","Poco",0.127,0.123
"P05","Nada",0.053,0.041
"P05","No sabe",0.009,0.009
"P06","Siempre",0.186,0.244
"P06","Casi siempre",0.372,0.35
"P06","Casi nunca",0.292,0.268
"P06","Nunca, pero esta es una excepción",0.15,0.138
"P09","Unión por la Patria",0.262,0.42
"P09","Juntos por el Cambio",0.261,0.283
"P09","De los Liberales libertarios",0.241,0.169
"P09","De la Izquierda",0.046,0.036
"P09","Hacemos por nuestro país",0.031,0.009
"P09","Otro",0.046,0.04
"P09","En blanco",0.045,0.011
"P09","No sabe",0.068,0.032
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.229,0.395
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.198,0.297
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.356,0.234
"P12","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.031,0.021
"P12","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.038,0.004
"P12","En blanco",0.067,0.007
"P12","No sabe",0.081,0.042
"P15","Si",1,0.211
"P15","No",0,0.789
"P16","Sergio Massa a presidente por Unión por la Patria",0.33,0.248
"P16","Patricia Bullrich a presidenta por Juntos por el Cambio",0.256,0.402
"P16","Javier Milei a presidente por la Libertad Avanza",0.287,0.232
"P16","Los candidatos a presidente de la Izquierda",0.023,0.056
"P16","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.027,0
"P16","En blanco",0.012,0
"P16","No sabe",0.065,0.062
"P19","Axel Kicillof a gobernador por Unión por la Patria",0.308,0.271
"P19","Néstor Grindetti a gobernador por Juntos por el Cambio",0.287,0.381
"P19","Carolina Piparo a gobernadora por la Libertad Avanza",0.219,0.173
"P19","El candidato a gobernador de la Izquierda",0.03,0.053
"P19","En blanco",0.028,0
"P19","No sabe",0.128,0.122
"P22","Fernando Moreira a intendente por Unión por la Patria",0.379,0.324
"P22","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.331,0.454
"P22","Hernán Sardella a intendente por la Libertad Avanza",0.11,0.092
"P22","El candidato del Frente de Izquierda",0.014,0.032
"P22","En blanco",0.043,0
"P22","No sabe",0.123,0.098
"P25","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.419,0.382
"P25","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.192,0.218
"P25","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.258,0.283
"P25","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.024,0.063
"P25","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.039,0.017
"P25","No sabe",0.068,0.037
"P26","Totalmente seguro",0.638,0.722
"P26","Bastante seguro",0.175,0.149
"P26","Algo seguro",0.134,0.074
"P26","Para nada seguro",0.053,0.055
"P27","Tiene Decidido que va a ir a votar",0.862,0.927
"P27","Tiene dudas sobre si va a ir a  votar",0.12,0.039
"P27","Tiene Decidido que no va a ir a votar",0.018,0.034
"P28","Lo votaría",0.379,0.482
"P28","Puede que lo vote",0.192,0.047
"P28","Nunca lo votaría",0.408,0.437
"P28","No sabe",0.021,0.034
"P29","Lo votaría",0.257,0.332
"P29","Puede que lo vote",0.254,0.103
"P29","Nunca lo votaría",0.443,0.536
"P29","No sabe",0.046,0.029
"P30","Lo votaría",0.237,0.242
"P30","Puede que lo vote",0.166,0.11
"P30","Nunca lo votaría",0.545,0.608
"P30","No sabe",0.052,0.04
"P31","Si",0.38,0.406
"P31","No",0.62,0.594
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria",0.331,0.379
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.252,0.286
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.289,0.261
"PRESIDENTE","Los candidatos a presidente de la Izquierda",0.024,0.026
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.026,0.004
"PRESIDENTE","En blanco",0.01,0.007
"PRESIDENTE","No sabe",0.068,0.037
"CORTA_PRESIDENTE","Si",0.59,0.077
"CORTA_PRESIDENTE","No",0.41,0.923
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria",0.304,0.384
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.28,0.282
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.218,0.25
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.033,0.024
"GOBERNADOR","En blanco",0.032,0.011
"GOBERNADOR","No sabe",0.133,0.049
"CORTA_GOBERNADOR","Si",0.741,0.086
"CORTA_GOBERNADOR","No",0.259,0.914
"INTENDENTE","Fernando Moreira a intendente por Unión por la Patria",0.378,0.394
"INTENDENTE","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.328,0.297
"INTENDENTE","Hernán Sardella a intendente por la Libertad Avanza",0.113,0.234
"INTENDENTE","El candidato del Frente de Izquierda",0.016,0.021
"INTENDENTE","En blanco",0.042,0.011
"INTENDENTE","No sabe",0.123,0.043
