"var","categoria","Si","No"
"P05","Mucho",0.592,0.494
"P05","Bastante",0.276,0.324
"P05","Poco",0.096,0.122
"P05","Nada",0.036,0.054
"P05","No sabe",0,0.006
"P06","Siempre",0.332,0.167
"P06","Casi siempre",0.392,0.344
"P06","Casi nunca",0.155,0.345
"P06","Nunca, pero esta es una excepción",0.121,0.144
"P09","Unión por la Patria",0.42,0.369
"P09","Juntos por el Cambio",0.304,0.281
"P09","De los Liberales libertarios",0.167,0.19
"P09","De la Izquierda",0.032,0.034
"P09","Hacemos por nuestro país",0.013,0.025
"P09","Otro",0.029,0.049
"P09","En blanco",0.014,0.012
"P09","No sabe",0.021,0.04
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.353,0.358
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.301,0.262
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.268,0.271
"P12","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.015,0.021
"P12","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.015,0.014
"P12","En blanco",0.029,0.021
"P12","No sabe",0.019,0.053
"P15","Si",0.379,0.397
"P15","No",0.621,0.603
"P16","Sergio Massa a presidente por Unión por la Patria",0.238,0.354
"P16","Patricia Bullrich a presidenta por Juntos por el Cambio",0.317,0.259
"P16","Javier Milei a presidente por la Libertad Avanza",0.326,0.273
"P16","Los candidatos a presidente de la Izquierda",0.045,0.031
"P16","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.009,0.016
"P16","En blanco",0,0.013
"P16","No sabe",0.065,0.054
"P19","Axel Kicillof a gobernador por Unión por la Patria",0.252,0.344
"P19","Néstor Grindetti a gobernador por Juntos por el Cambio",0.336,0.3
"P19","Carolina Piparo a gobernadora por la Libertad Avanza",0.259,0.17
"P19","El candidato a gobernador de la Izquierda",0.051,0.034
"P19","En blanco",0.002,0.016
"P19","No sabe",0.1,0.136
"P22","Fernando Moreira a intendente por Unión por la Patria",0.37,0.357
"P22","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.392,0.359
"P22","Hernán Sardella a intendente por la Libertad Avanza",0.118,0.091
"P22","El candidato del Frente de Izquierda",0.007,0.014
"P22","En blanco",0.011,0.03
"P22","No sabe",0.102,0.149
"P25","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.4,0.4
"P25","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.191,0.205
"P25","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.322,0.254
"P25","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.052,0.053
"P25","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.009,0.033
"P25","No sabe",0.026,0.055
"P26","Totalmente seguro",0.761,0.666
"P26","Bastante seguro",0.136,0.174
"P26","Algo seguro",0.053,0.112
"P26","Para nada seguro",0.05,0.048
"P27","Tiene Decidido que va a ir a votar",0.947,0.896
"P27","Tiene dudas sobre si va a ir a  votar",0.04,0.074
"P27","Tiene Decidido que no va a ir a votar",0.013,0.03
"P28","Lo votaría",0.496,0.433
"P28","Puede que lo vote",0.076,0.082
"P28","Nunca lo votaría",0.408,0.45
"P28","No sabe",0.02,0.035
"P29","Lo votaría",0.332,0.297
"P29","Puede que lo vote",0.134,0.144
"P29","Nunca lo votaría",0.51,0.516
"P29","No sabe",0.024,0.043
"P30","Lo votaría",0.266,0.234
"P30","Puede que lo vote",0.118,0.134
"P30","Nunca lo votaría",0.582,0.578
"P30","No sabe",0.034,0.054
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria",0.368,0.377
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.25,0.282
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.311,0.267
"PRESIDENTE","Los candidatos a presidente de la Izquierda",0.021,0.021
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.005,0.01
"PRESIDENTE","En blanco",0.013,0.007
"PRESIDENTE","No sabe",0.032,0.036
"CORTA_PRESIDENTE","Si",0.217,0.2
"CORTA_PRESIDENTE","No",0.783,0.8
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria",0.372,0.374
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.256,0.292
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.287,0.228
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.023,0.022
"GOBERNADOR","En blanco",0.015,0.013
"GOBERNADOR","No sabe",0.047,0.071
"CORTA_GOBERNADOR","Si",0.208,0.227
"CORTA_GOBERNADOR","No",0.792,0.773
"INTENDENTE","Fernando Moreira a intendente por Unión por la Patria",0.417,0.382
"INTENDENTE","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.283,0.313
"INTENDENTE","Hernán Sardella a intendente por la Libertad Avanza",0.231,0.2
"INTENDENTE","El candidato del Frente de Izquierda",0.006,0.015
"INTENDENTE","En blanco",0.018,0.018
"INTENDENTE","No sabe",0.045,0.072
"CORTA_INTENDENTE","Si",0.211,0.23
"CORTA_INTENDENTE","No",0.789,0.77
