"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"Siempre",0.217,0.236,0.201,0.222,0.186,0.215,0.276,0.296,0.178,0.19,0.264,0.143,0.328,0.18,0.206,0.156,0.272,0.23
"Casi siempre",0.32,0.311,0.328,0.237,0.286,0.414,0.363,0.246,0.346,0.368,0.347,0.379,0.394,0.441,0.191,0.352,0.308,0.295
"Casi nunca",0.292,0.273,0.309,0.205,0.385,0.261,0.241,0.27,0.308,0.29,0.228,0.324,0.202,0.316,0.379,0.271,0.312,0.293
"Nunca, pero esta es una excepción",0.171,0.18,0.162,0.336,0.143,0.11,0.12,0.188,0.168,0.152,0.161,0.154,0.076,0.063,0.224,0.221,0.108,0.182
