"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.344,0.319,0.366,0.339,0.287,0.403,0.381,0.333,0.351,0.345,0.552,0.428,0.242,0.237,0.042,0.363,0.353,0.309
"Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.268,0.281,0.257,0.292,0.23,0.276,0.314,0.259,0.273,0.271,0.076,0.228,0.654,0.493,0.316,0.273,0.27,0.261
"Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.256,0.284,0.232,0.194,0.335,0.213,0.209,0.278,0.232,0.27,0.295,0.242,0.062,0.176,0.594,0.242,0.257,0.273
"A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.023,0.023,0.023,0.023,0.033,0.015,0.015,0.034,0.015,0.024,0.013,0.02,0.002,0.014,0,0.02,0.025,0.025
"Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.019,0.022,0.016,0.023,0.033,0.007,0.001,0.024,0.021,0.008,0.005,0.028,0,0.02,0.044,0.019,0.023,0.012
"En blanco",0.031,0.026,0.036,0.058,0.027,0.025,0.027,0.04,0.032,0.021,0.023,0.02,0.04,0.01,0,0.024,0.044,0.025
"No sabe",0.059,0.045,0.07,0.071,0.055,0.061,0.053,0.032,0.076,0.061,0.036,0.034,0,0.05,0.004,0.059,0.028,0.095
