"var","categoria","Si","No"
"P05","Mucho",0.478,0.522
"P05","Bastante",0.343,0.301
"P05","Poco",0.126,0.124
"P05","Nada",0.044,0.045
"P05","No sabe",0.009,0.008
"P06","Siempre",0.191,0.242
"P06","Casi siempre",0.38,0.347
"P06","Casi nunca",0.295,0.267
"P06","Nunca, pero esta es una excepción",0.134,0.144
"P09","Unión por la Patria",0.276,0.412
"P09","Juntos por el Cambio",0.258,0.284
"P09","De los Liberales libertarios",0.229,0.175
"P09","De la Izquierda",0.037,0.039
"P09","Hacemos por nuestro país",0.024,0.012
"P09","Otro",0.055,0.037
"P09","En blanco",0.057,0.007
"P09","No sabe",0.064,0.034
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.249,0.385
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.22,0.287
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.318,0.25
"P12","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.028,0.022
"P12","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.039,0.004
"P12","En blanco",0.069,0.008
"P12","No sabe",0.077,0.044
"P15","Si",1,0.221
"P15","No",0,0.779
"P16","Sergio Massa a presidente por Unión por la Patria",0.349,0.222
"P16","Patricia Bullrich a presidenta por Juntos por el Cambio",0.276,0.362
"P16","Javier Milei a presidente por la Libertad Avanza",0.272,0.259
"P16","Los candidatos a presidente de la Izquierda",0.019,0.059
"P16","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.024,0.007
"P16","En blanco",0.013,0
"P16","No sabe",0.047,0.091
"P19","Axel Kicillof a gobernador por Unión por la Patria",0.298,0.287
"P19","Néstor Grindetti a gobernador por Juntos por el Cambio",0.268,0.402
"P19","Carolina Piparo a gobernadora por la Libertad Avanza",0.22,0.173
"P19","El candidato a gobernador de la Izquierda",0.041,0.037
"P19","En blanco",0.028,0.002
"P19","No sabe",0.145,0.099
"P22","Fernando Moreira a intendente por Unión por la Patria",0.369,0.339
"P22","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.339,0.441
"P22","Hernán Sardella a intendente por la Libertad Avanza",0.129,0.067
"P22","El candidato del Frente de Izquierda",0.029,0.012
"P22","En blanco",0.025,0.024
"P22","No sabe",0.109,0.117
"P25","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.463,0.37
"P25","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.177,0.222
"P25","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.236,0.289
"P25","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.02,0.064
"P25","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.053,0.013
"P25","No sabe",0.051,0.042
"P26","Totalmente seguro",0.662,0.715
"P26","Bastante seguro",0.121,0.165
"P26","Algo seguro",0.117,0.078
"P26","Para nada seguro",0.1,0.042
"P27","Tiene Decidido que va a ir a votar",0.867,0.925
"P27","Tiene dudas sobre si va a ir a  votar",0.087,0.049
"P27","Tiene Decidido que no va a ir a votar",0.046,0.026
"P28","Lo votaría",0.371,0.485
"P28","Puede que lo vote",0.167,0.054
"P28","Nunca lo votaría",0.42,0.433
"P28","No sabe",0.042,0.028
"P29","Lo votaría",0.271,0.328
"P29","Puede que lo vote",0.24,0.107
"P29","Nunca lo votaría",0.458,0.531
"P29","No sabe",0.031,0.034
"P30","Lo votaría",0.278,0.23
"P30","Puede que lo vote",0.179,0.106
"P30","Nunca lo votaría",0.499,0.621
"P30","No sabe",0.044,0.043
"P31","Si",0.379,0.406
"P31","No",0.621,0.594
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria",0.354,0.371
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.272,0.279
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.273,0.267
"PRESIDENTE","Los candidatos a presidente de la Izquierda",0.02,0.027
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.023,0.005
"PRESIDENTE","En blanco",0.011,0.007
"PRESIDENTE","No sabe",0.047,0.044
"CORTA_PRESIDENTE","Si",0.658,0.059
"CORTA_PRESIDENTE","No",0.342,0.941
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria",0.298,0.385
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.262,0.287
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.219,0.249
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.039,0.022
"GOBERNADOR","En blanco",0.032,0.012
"GOBERNADOR","No sabe",0.15,0.045
"INTENDENTE","Fernando Moreira a intendente por Unión por la Patria",0.364,0.398
"INTENDENTE","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.333,0.296
"INTENDENTE","Hernán Sardella a intendente por la Libertad Avanza",0.135,0.227
"INTENDENTE","El candidato del Frente de Izquierda",0.03,0.016
"INTENDENTE","En blanco",0.026,0.016
"INTENDENTE","No sabe",0.112,0.047
"CORTA_INTENDENTE","Si",0.768,0.098
"CORTA_INTENDENTE","No",0.232,0.902
