"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"Unión por la Patria",0.362,0.355,0.367,0.343,0.361,0.41,0.318,0.312,0.371,0.403,0.674,0.626,0.018,0.008,0.048,0.362,0.365,0.357
"Juntos por el Cambio",0.265,0.245,0.283,0.17,0.185,0.322,0.426,0.272,0.273,0.246,0.108,0.172,0.771,0.622,0.028,0.305,0.249,0.236
"De los Liberales libertarios",0.182,0.23,0.14,0.266,0.24,0.11,0.093,0.199,0.154,0.208,0.13,0.12,0.164,0.163,0.698,0.151,0.196,0.206
"De la Izquierda",0.035,0.037,0.033,0.015,0.04,0.039,0.034,0.033,0.032,0.041,0.021,0.015,0.014,0.102,0.025,0.04,0.041,0.02
"Hacemos por nuestro país",0.02,0.031,0.01,0.042,0.023,0.008,0.008,0.038,0.005,0.022,0.002,0.042,0.002,0,0.121,0.016,0.02,0.024
"Otro",0.049,0.034,0.062,0.049,0.064,0.03,0.044,0.046,0.058,0.038,0.021,0.018,0.016,0.033,0.069,0.04,0.045,0.063
"En blanco",0.028,0.033,0.024,0.034,0.022,0.038,0.026,0.042,0.029,0.011,0.008,0,0.002,0.022,0,0.024,0.039,0.021
"No sabe",0.059,0.035,0.081,0.081,0.065,0.043,0.051,0.058,0.078,0.031,0.036,0.007,0.013,0.05,0.011,0.062,0.045,0.073
