"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Sergio Massa por el Frente de todos",0.383,0.36,0.407,0.395,0.377,0.361,0.415,0.472,0.369,0.292,0.644,0.138,0.084,0.387,0.375
"Jorge Macri por Cambiemos",0.334,0.332,0.335,0.296,0.293,0.364,0.447,0.261,0.345,0.409,0.117,0.667,0.152,0.325,0.354
"Florencio Randazzo",0.111,0.128,0.095,0.048,0.143,0.145,0.078,0.102,0.132,0.09,0.119,0.044,0.445,0.11,0.116
"Espert por los liberales",0.083,0.114,0.051,0.116,0.098,0.066,0.018,0.077,0.066,0.118,0.028,0.117,0.198,0.079,0.091
"Del Caño por el Frente de Izquierda",0.089,0.066,0.112,0.145,0.089,0.064,0.042,0.088,0.088,0.091,0.092,0.034,0.121,0.099,0.064
