"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.387,0.376,0.397,0.296,0.334,0.443,0.541,0.376,0.377,0.407,0.171,0.641,0.381,0.393,0.4,0.338,0.383
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.254,0.306,0.202,0.388,0.29,0.179,0.11,0.311,0.257,0.202,0.173,0.261,0.316,0.272,0.3,0.239,0.223
"En blanco",0.254,0.23,0.277,0.224,0.276,0.271,0.216,0.198,0.243,0.314,0.499,0.05,0.205,0.241,0.202,0.268,0.283
"No sabe",0.105,0.088,0.124,0.092,0.1,0.107,0.133,0.115,0.123,0.077,0.157,0.048,0.098,0.094,0.098,0.155,0.111
