"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.383,0.332,0.44,0.321
"P05","Bastante",0.383,0.375,0.304,0.335
"P05","Poco",0.195,0.23,0.215,0.248
"P05","Nada",0.033,0.053,0.034,0.062
"P05","No sabe",0.006,0.01,0.007,0.034
"P06","Siempre",0.276,0.253,0.303,0.256
"P06","Casi siempre",0.454,0.442,0.414,0.398
"P06","Casi nunca",0.2,0.247,0.214,0.178
"P06","Nunca, pero esta es una excepción",0.07,0.058,0.069,0.168
"P08","Unión por la Patria",0.145,0.166,0.52,0.18
"P08","Juntos por el Cambio",0.693,0.268,0.176,0.282
"P08","Liberales",0.128,0.434,0.107,0.149
"P08","Izquierda",0.005,0.029,0.05,0.054
"P08","Otro",0.012,0.049,0.066,0.04
"P08","No sabe",0.017,0.054,0.081,0.295
"P09","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.051,0.112,0.412,0.24
"P09","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.021,0.019,0.164,0.008
"P09","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.67,0.104,0.079,0.078
"P09","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.117,0.165,0.067,0.08
"P09","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.125,0.489,0.147,0.196
"P09","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.004,0.027,0.029,0.048
"P09","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.003,0.031,0.035,0.023
"P09","Otros",0.004,0.024,0.028,0.039
"P09","En blanco",0,0.011,0.016,0.081
"P09","No sabe",0.005,0.018,0.023,0.207
"P18","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.066,0.116,0.357,0.271
"P18","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.033,0.05,0.185,0.047
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.474,0.344,0.1,0.143
"P18","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.228,0.149,0.079,0.073
"P18","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.159,0.237,0.116,0.116
"P18","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.005,0.006,0.035,0.011
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.007,0.02,0.037,0.016
"P18","Otros",0.009,0.021,0.034,0.077
"P18","En blanco",0.009,0.025,0.032,0.067
"P18","No sabe",0.01,0.032,0.025,0.179
"P25","Totalmente seguro",0.718,0.59,0.667,0.467
"P25","Bastante seguro",0.167,0.187,0.147,0.134
"P25","Algo seguro",0.077,0.143,0.103,0.164
"P25","Para nada seguro",0.038,0.08,0.083,0.235
"P26","Tiene Decidido que va a ir a votar",0.943,0.861,0.911,0.882
"P26","Tiene dudas sobre si va a ir a  votar",0.044,0.092,0.053,0.085
"P26","Tiene Decidido que no va a ir a votar",0.013,0.047,0.036,0.033
"P27","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.061,0.106,0.55,0.26
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.757,0.191,0.099,0.129
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.136,0.524,0.157,0.19
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.011,0.028,0.052,0.05
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.016,0.042,0.041,0.079
"P27","Otros",0.009,0.06,0.044,0.076
"P27","En blanco",0.003,0.017,0.024,0.086
"P27","No sabe",0.007,0.032,0.033,0.13
"P28","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.064,0.101,0.554,0.264
"P28","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.561,0.252,0.119,0.229
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.247,0.503,0.162,0.101
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.006,0.025,0.045,0.043
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.014,0.041,0.034,0.086
"P28","Otros",0.041,0.029,0.035,0.067
"P28","En blanco",0.027,0.016,0.029,0.079
"P28","No sabe",0.04,0.033,0.022,0.131
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.113,0.146,0.6,0.31
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.839,0.662,0.154,0.21
"P33","En blanco",0.032,0.13,0.167,0.189
"P33","No sabe",0.016,0.062,0.079,0.291
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.757,0.273,0.145,0.209
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.178,0.532,0.199,0.221
"P34","En blanco",0.048,0.124,0.498,0.201
"P34","No sabe",0.017,0.071,0.158,0.369
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.109,0.131,0.581,0.291
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.664,0.508,0.179,0.167
"P35","En blanco",0.138,0.256,0.163,0.186
"P35","No sabe",0.089,0.105,0.077,0.356
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.524,0.294,0.188,0.241
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.303,0.535,0.184,0.165
"P36","En blanco",0.1,0.118,0.46,0.252
"P36","No sabe",0.073,0.053,0.168,0.342
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.113,0.173,0.61,0.375
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.5,0.618,0.203,0.206
"P37","En blanco",0.225,0.126,0.112,0.084
"P37","No sabe",0.162,0.083,0.075,0.335
"P38","Lo votaría",0.116,0.102,0.549,0.274
"P38","Puede que lo vote",0.078,0.143,0.134,0.114
"P38","Nunca lo votaría",0.793,0.713,0.287,0.244
"P38","No sabe",0.013,0.042,0.03,0.368
"P39","Lo votaría",0.092,0.037,0.355,0.078
"P39","Puede que lo vote",0.026,0.197,0.17,0.13
"P39","Nunca lo votaría",0.865,0.745,0.431,0.231
"P39","No sabe",0.017,0.021,0.044,0.561
"P41","Lo votaría",0.542,0.188,0.097,0.141
"P41","Puede que lo vote",0.24,0.449,0.097,0.099
