"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.32,0.393,0.902,0.38
"P06","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.624,0.402,0.059,0.018
"P06","En blanco",0.041,0.164,0.027,0.19
"P06","Aun no tengo decidido mi voto",0.015,0.041,0.012,0.412
"P08","Totalmente seguro",0.808,0.399,0.868,0.405
"P08","Bastante seguro",0.134,0.264,0.089,0.126
"P08","Algo seguro",0.048,0.254,0.025,0.07
"P08","Para nada seguro",0.01,0.083,0.018,0.399
"P09","Tiene Decidido que va a ir a votar",0.921,0.753,0.967,0.555
"P09","Tiene dudas sobre si va a ir a  votar",0.044,0.179,0.021,0.291
"P09","Tiene Decidido que no va a ir a votar",0.035,0.068,0.012,0.154
"P10","Lo votaría",0.415,0.344,0.931,0.35
"P10","Puede que lo vote",0.071,0.305,0.017,0.156
"P10","Nunca lo votaría",0.505,0.347,0.051,0.123
"P10","No sabe",0.009,0.004,0.001,0.371
"P12","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.065,0.554,0.564,0.122
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.935,0.446,0.436,0.878
"P14","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.672,0.328,0.346,0
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.328,0.115,0.039,0.146
"P14","En blanco",0,0.557,0.615,0.854
