"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Seguro lo votaria",0.198,0.21,0.189,0.198,0.206,0.156,0.241,0.2,0.228,0.149,0.196,0.204,0.306,0.158,0.402
"Quizás lo votaría",0.283,0.304,0.263,0.357,0.336,0.19,0.215,0.299,0.275,0.278,0.291,0.265,0.181,0.276,0.137
"Nunca lo votaría",0.519,0.486,0.548,0.445,0.458,0.654,0.544,0.501,0.497,0.573,0.513,0.531,0.513,0.566,0.461
