"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.413,0.436,0.478,0.283
"P04","Realizo changas o trabajos de vez en cuando",0.182,0.201,0.218,0.297
"P04","No tengo trabajo",0.185,0.207,0.147,0.226
"P04","Soy jubilado o pensionado",0.22,0.156,0.157,0.194
"P05","Derecha",0.318,0.234,0.149,0.106
"P05","Centro derecha",0.276,0.22,0.088,0.091
"P05","Centro izquierda",0.094,0.103,0.285,0.07
"P05","Izquierda",0.043,0.031,0.156,0.04
"P05","No sabe",0.269,0.412,0.322,0.693
"P06","Alta",0.207,0.228,0.506,0.278
"P06","Media",0.26,0.336,0.291,0.499
"P06","Baja",0.533,0.436,0.203,0.223
"P07","Estoy de acuerdo",0.225,0.28,0.529,0.275
"P07","Debería realizarse solo en caso de violación o riesgo de vida de la madre",0.532,0.476,0.303,0.49
"P07","No estoy de acuerdo",0.174,0.182,0.12,0.158
"P07","No sabe",0.069,0.062,0.048,0.077
"P08","Del Frente de Todos y el peronismo",0.079,0.081,0.578,0.147
"P08","De Cambiemos",0.661,0.402,0.118,0.105
"P08","De los Liberales libertarios",0.161,0.31,0.07,0.098
"P08","De la Izquierda",0.022,0.016,0.055,0.061
"P08","No sabe",0.077,0.191,0.179,0.589
"P10","A Alberto Fernández",0.175,0.136,0.176,0.347
"P10","A Sergio Massa",0.105,0.412,0.13,0.298
"P10","A algún candidato del peronismo",0.526,0.376,0.175,0.12
"P10","A algún candidato del kirchnerismo",0.194,0.076,0.519,0.235
"P11","A Alberto Fernández",0.184,0.136,0.086,0.411
"P11","A Sergio Massa",0.051,0.208,0.082,0.119
"P11","A algún candidato del peronismo",0.506,0.552,0.138,0.081
"P11","A Cristina Fernández de Kirchner",0.259,0.104,0.694,0.389
"P12","A Horacio Rodriguez Larreta",0.107,0.396,0.36,0.439
"P12","A Mauricio Macri",0.39,0.255,0.228,0.088
"P12","A Patricia Bullrich",0.435,0.086,0.109,0
"P12","A Facundo Manes",0.037,0.144,0.114,0.39
"P12","A Gerardo Morales",0.031,0.119,0.189,0.083
"P13","Seguro lo votaria",0.193,0.202,0.187,0.422
"P13","Quizás lo votaría",0.278,0.275,0.222,0.374
"P13","Nunca lo votaría",0.529,0.523,0.591,0.204
"P14","Lo votaría",0.569,0.192,0.043,0.025
"P14","Puede que lo vote",0.223,0.393,0.068,0.167
"P14","Nunca lo votaría",0.176,0.327,0.86,0.358
"P14","No sabe",0.032,0.088,0.029,0.45
"P15","Lo votaría",0.07,0.027,0.128,0.072
"P15","Puede que lo vote",0.024,0.104,0.327,0.098
"P15","Nunca lo votaría",0.893,0.841,0.444,0.335
"P15","No sabe",0.013,0.028,0.101,0.495
"P16","Lo votaría",0.054,0.041,0.179,0.062
"P16","Puede que lo vote",0.018,0.074,0.301,0.115
"P16","Nunca lo votaría",0.9,0.848,0.432,0.336
"P16","No sabe",0.028,0.037,0.088,0.487
"P17","La votaría",0.069,0.048,0.496,0.118
"P17","Puede que la vote",0.017,0.064,0.107,0.061
"P17","Nunca la votaría",0.905,0.868,0.36,0.403
"P17","No sabe",0.009,0.02,0.037,0.418
"P18","Lo votaría",0.371,0.267,0.069,0.101
"P18","Puede que lo vote",0.353,0.379,0.125,0.146
"P18","Nunca lo votaría",0.234,0.303,0.752,0.159
"P18","No sabe",0.042,0.051,0.054,0.594
"P19","Lo votaría",0.204,0.137,0.063,0.058
