"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Alta",0.365,0.337,0.391,0.333,0.363,0.369,0.411,0.419,0.346,0.326,0.369,0.355,0.507,0.248,0.162
"Media",0.311,0.302,0.32,0.347,0.31,0.32,0.251,0.291,0.32,0.322,0.311,0.312,0.302,0.293,0.372
"Baja",0.324,0.361,0.289,0.32,0.327,0.311,0.338,0.29,0.334,0.352,0.32,0.333,0.191,0.459,0.466
