"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Derecha",0.213,0.248,0.179,0.214,0.238,0.197,0.168,0.268,0.19,0.18,0.226,0.23,0.159,0.2,0.157,0.28,0.129
"Centro derecha",0.156,0.172,0.141,0.137,0.141,0.174,0.201,0.111,0.15,0.221,0.153,0.154,0.162,0.159,0.072,0.238,0.294
"Centro izquierda",0.179,0.197,0.163,0.152,0.183,0.201,0.181,0.127,0.174,0.249,0.194,0.15,0.166,0.182,0.289,0.094,0.159
"Izquierda",0.089,0.093,0.086,0.068,0.067,0.088,0.179,0.094,0.085,0.089,0.096,0.07,0.1,0.091,0.128,0.057,0.096
"No sabe",0.363,0.29,0.431,0.429,0.371,0.34,0.271,0.4,0.401,0.261,0.331,0.396,0.413,0.368,0.354,0.331,0.322
