"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.426,0.453,0.49,0.293
"P04","Realizo changas o trabajos de vez en cuando",0.169,0.183,0.208,0.345
"P04","No tengo trabajo",0.189,0.209,0.159,0.196
"P04","Soy jubilado o pensionado",0.216,0.155,0.143,0.166
"P05","Derecha",0.311,0.257,0.165,0.118
"P05","Centro derecha",0.294,0.215,0.077,0.099
"P05","Centro izquierda",0.082,0.112,0.292,0.061
"P05","Izquierda",0.062,0.03,0.135,0.034
"P05","No sabe",0.251,0.386,0.331,0.688
"P06","Alta",0.239,0.241,0.501,0.308
"P06","Media",0.252,0.302,0.297,0.457
"P06","Baja",0.509,0.457,0.202,0.235
"P07","Estoy de acuerdo",0.23,0.293,0.533,0.202
"P07","Debería realizarse solo en caso de violación o riesgo de vida de la madre",0.492,0.466,0.288,0.473
"P07","No estoy de acuerdo",0.212,0.167,0.125,0.216
"P07","No sabe",0.066,0.074,0.054,0.109
"P08","Del Frente de Todos y el peronismo",0.069,0.104,0.521,0.141
"P08","De Cambiemos",0.641,0.407,0.125,0.144
"P08","De los Liberales libertarios",0.194,0.304,0.099,0.113
"P08","De la Izquierda",0.028,0.014,0.057,0.036
"P08","No sabe",0.068,0.171,0.198,0.566
"P10","A Alberto Fernández",0.255,0.286,0.158,0.294
"P10","A Sergio Massa",0.1,0.225,0.123,0.299
"P10","A algún candidato del peronismo",0.492,0.38,0.179,0.11
"P10","A algún candidato del kirchnerismo",0.153,0.109,0.54,0.297
"P11","A Alberto Fernández",0.233,0.199,0.096,0.334
"P11","A Sergio Massa",0.037,0.26,0.07,0.2
"P11","A algún candidato del peronismo",0.479,0.414,0.137,0.131
"P11","A Cristina Fernández de Kirchner",0.251,0.127,0.697,0.335
"P12","A Horacio Rodriguez Larreta",0.14,0.309,0.313,0.5
"P12","A Mauricio Macri",0.373,0.353,0.282,0.209
"P12","A Patricia Bullrich",0.425,0.101,0.094,0.078
"P12","A Facundo Manes",0.033,0.123,0.164,0.122
"P12","A Gerardo Morales",0.029,0.114,0.147,0.091
"P13","Seguro lo votaria",0.199,0.224,0.223,0.379
"P13","Quizás lo votaría",0.271,0.309,0.242,0.317
"P13","Nunca lo votaría",0.53,0.467,0.535,0.304
"P14","Lo votaría",0.536,0.213,0.06,0.07
"P14","Puede que lo vote",0.248,0.398,0.088,0.156
"P14","Nunca lo votaría",0.183,0.318,0.82,0.305
"P14","No sabe",0.033,0.071,0.032,0.469
"P15","Lo votaría",0.073,0.04,0.124,0.075
"P15","Puede que lo vote",0.047,0.115,0.309,0.085
"P15","Nunca lo votaría",0.849,0.806,0.472,0.344
"P15","No sabe",0.031,0.039,0.095,0.496
"P16","Lo votaría",0.073,0.055,0.16,0.086
"P16","Puede que lo vote",0.023,0.082,0.284,0.12
"P16","Nunca lo votaría",0.87,0.826,0.461,0.333
"P16","No sabe",0.034,0.037,0.095,0.461
"P17","La votaría",0.072,0.073,0.436,0.163
"P17","Puede que la vote",0.026,0.057,0.107,0.081
"P17","Nunca la votaría",0.889,0.852,0.405,0.407
"P17","No sabe",0.013,0.018,0.052,0.349
"P18","Lo votaría",0.362,0.23,0.067,0.112
"P18","Puede que lo vote",0.331,0.408,0.126,0.121
"P18","Nunca lo votaría",0.248,0.309,0.751,0.183
"P18","No sabe",0.059,0.053,0.056,0.584
"P19","Lo votaría",0.194,0.112,0.065,0.041
"P19","Puede que lo vote",0.277,0.33,0.135,0.093
"P19","Nunca lo votaría",0.44,0.451,0.666,0.165
"P19","No sabe",0.089,0.107,0.134,0.701
"P21","Lo votaría",0.231,0.228,0.111,0.134
"P21","Puede que lo vote",0.219,0.274,0.087,0.111
"P21","Nunca lo votaría",0.501,0.427,0.745,0.207
"P21","No sabe",0.049,0.071,0.057,0.548
"P22","La votaría",0.326,0.163,0.062,0.066
"P22","Puede que la vote",0.302,0.407,0.101,0.094
"P22","Nunca la votaría",0.301,0.368,0.766,0.232
"P22","No sabe",0.071,0.062,0.071,0.608
"P23","Lo votaría",0.064,0.062,0.142,0.022
