"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.213,0.192,0.233,0.159,0.181,0.264,0.297,0.23,0.204,0.207,0.224,0.222,0.138,0.209,0.027,0.413,0.071
"Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.129,0.105,0.15,0.116,0.132,0.14,0.126,0.119,0.12,0.152,0.112,0.13,0.154,0.139,0.071,0.201,0.252
"Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.054,0.043,0.064,0.034,0.068,0.047,0.06,0.095,0.039,0.033,0.038,0.067,0.057,0.061,0.122,0.009,0.084
"Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.266,0.261,0.271,0.223,0.263,0.304,0.281,0.245,0.272,0.281,0.268,0.223,0.267,0.284,0.613,0.025,0.071
"Javier Milei presidente - José Luis Espert vice por los liberales",0.161,0.224,0.104,0.277,0.168,0.094,0.072,0.153,0.174,0.15,0.166,0.195,0.161,0.142,0.07,0.179,0.15
"Otros candidatos",0.177,0.175,0.178,0.191,0.188,0.151,0.164,0.158,0.191,0.177,0.192,0.163,0.223,0.165,0.097,0.173,0.372
