"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P04","Tengo trabajo estable",0.479,0.396,0.512,0.273
"P04","Realizo changas o trabajos de vez en cuando",0.219,0.209,0.159,0.318
"P04","No tengo trabajo",0.218,0.217,0.134,0.096
"P04","Soy jubilado o pensionado",0.084,0.178,0.195,0.313
"P05","Derecha",0.371,0.229,0.166,0.182
"P05","Centro derecha",0.208,0.172,0.145,0.052
"P05","Centro izquierda",0.073,0.109,0.308,0.059
"P05","Izquierda",0.055,0.057,0.128,0.054
"P05","No sabe",0.293,0.433,0.253,0.653
"P06","Alta",0.258,0.287,0.465,0.43
"P06","Media",0.261,0.327,0.28,0.235
"P06","Baja",0.481,0.386,0.255,0.335
"P07","Estoy de acuerdo",0.271,0.255,0.531,0.261
"P07","Debería realizarse solo en caso de violación o riesgo de vida de la madre",0.495,0.514,0.276,0.413
"P07","No estoy de acuerdo",0.179,0.166,0.127,0.217
"P07","No sabe",0.055,0.065,0.066,0.109
"P08","Del Frente de Todos y el peronismo",0.118,0.153,0.464,0.229
"P08","De Cambiemos",0.243,0.46,0.293,0.263
"P08","De los Liberales libertarios",0.505,0.12,0.056,0.053
"P08","De la Izquierda",0.026,0.027,0.049,0.033
"P08","No sabe",0.108,0.24,0.138,0.422
"P10","A Alberto Fernández",0.161,0.272,0.124,0.496
"P10","A Sergio Massa",0.359,0.128,0.123,0.085
"P10","A algún candidato del peronismo",0.337,0.31,0.178,0.252
"P10","A algún candidato del kirchnerismo",0.143,0.29,0.575,0.167
"P11","A Alberto Fernández",0.121,0.247,0.06,0.377
"P11","A Sergio Massa",0.152,0.046,0.065,0.088
"P11","A algún candidato del peronismo",0.301,0.382,0.135,0.278
"P11","A Cristina Fernández de Kirchner",0.426,0.325,0.74,0.257
"P12","A Horacio Rodriguez Larreta",0.2,0.177,0.242,0.245
"P12","A Mauricio Macri",0.421,0.371,0.33,0.324
"P12","A Patricia Bullrich",0.297,0.287,0.245,0.239
"P12","A Facundo Manes",0.049,0.084,0.095,0.129
"P12","A Gerardo Morales",0.033,0.081,0.088,0.063
"P13","Seguro lo votaria",0.386,0.154,0.15,0.164
