"var","categoria","Mejor","Igual","Peor","No sabe"
"P11","Al Frente de todos",0.84,0.475,0.187,0.432
"P11","A Juntos",0.094,0.3,0.523,0.242
"P11","Al Frente de Izquierda",0.025,0.051,0.054,0.007
"P11","Al Partido Avanza libertad",0.025,0.051,0.096,0.101
"P11","A “Vamos con vos""",0.003,0.032,0.019,0.008
"P11","Votaría en blanco o anularía",0.013,0.091,0.121,0.21
