"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Javier Milei",0.423,0.427,0.42,0.347,0.491,0.393,0.352,0.46,0.478,0.352,0.262,0.877,0.025,0.067,0.797,0,0,0
"Los gobernadores",0.499,0.488,0.508,0.482,0.438,0.551,0.587,0.503,0.432,0.568,0.679,0.042,0.838,0.866,0.138,0,0,0
"No sabe",0.078,0.085,0.072,0.171,0.071,0.056,0.061,0.037,0.09,0.08,0.059,0.081,0.137,0.067,0.065,0,0,0
