"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Gobierno nacional",0.36,0.341,0.379,0.365,0.331,0.379,0.404,0.268,0.39,0.356,0.433,0.071,0.612,0.609,0.135,0,0,0
"Gobierno provincial",0.459,0.504,0.415,0.373,0.496,0.479,0.382,0.4,0.443,0.495,0.323,0.815,0.195,0.226,0.674,0,0,0
"No sabe",0.181,0.155,0.206,0.262,0.173,0.142,0.214,0.332,0.167,0.149,0.244,0.114,0.193,0.165,0.191,0,0,0
