"var","categoria","Inseguridad y narcotráfico","Altos impuestos y tarifas","Educación y estado de las escuelas","Inflación","Estado de la salud","Corrupción","Pobreza","Medio ambiente, incendios y contaminación","Falta de trabajo","No sabe"
"P40","Ni buena ni mala",0.066,0,0.041,0.059,0,0.18,0,0,0.195,0.282
"P40","Mala",0.221,0,0.059,0.175,0.178,0.111,0,0,0,0
"P40","Muy mala",0.463,0,0.397,0.432,0.577,0.133,0.605,0,0.183,0.522
"P40","No sabe",0.014,0,0,0.029,0,0.054,0,0,0,0
"P41","Muy buena",0.101,0,0.249,0.208,0.154,0.388,0.324,1,0.622,0.196
"P41","Buena",0.136,0,0.151,0.115,0.091,0.217,0.07,0,0,0.282
"P41","Ni buena ni mala",0.039,0,0.077,0.025,0,0.128,0.045,0,0.195,0
"P41","Mala",0.212,0,0.135,0.171,0.029,0.173,0.099,0,0,0
"P41","Muy mala",0.508,0,0.388,0.481,0.726,0.04,0.332,0,0.183,0.522
"P41","No sabe",0.004,0,0,0,0,0.054,0.13,0,0,0
"P42","Muy buena",0.118,0,0.388,0.215,0.223,0.427,0.316,1,0.622,0.196
"P42","Buena",0.108,0,0.048,0.056,0,0.197,0.079,0,0.195,0
"P42","Ni buena ni mala",0.159,0,0.146,0.109,0.022,0.282,0,0,0,0.282
"P42","Mala",0.112,0,0.062,0.17,0.149,0,0.174,0,0,0
"P42","Muy mala",0.489,0,0.356,0.45,0.606,0.032,0.431,0,0.183,0.522
"P42","No sabe",0.014,0,0,0,0,0.062,0,0,0,0
"P43","Muy buena",0,0,0.099,0.056,0.072,0.03,0.316,0,0,0.196
"P43","Buena",0.13,0,0.289,0.129,0.075,0.421,0.053,0,0.265,0
"P43","Ni buena ni mala",0.431,0,0.326,0.379,0.48,0.301,0.169,1,0.735,0.282
"P43","Mala",0.144,0,0.162,0.18,0.092,0.149,0.117,0,0,0
"P43","Muy mala",0.27,0,0.117,0.25,0.234,0.025,0.215,0,0,0.522
"P43","No sabe",0.025,0,0.007,0.006,0.047,0.074,0.13,0,0,0
