"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.386,0.153,0.157,0.125,0.211
"P06","Casi siempre",0.358,0.495,0.262,0.161,0.214
"P06","Casi nunca",0.183,0.253,0.437,0.3,0.175
"P06","Nunca, pero esta es una excepción",0.073,0.099,0.144,0.414,0.4
"P08","Unión por la Patria",0.367,0.251,0.21,0.071,0.062
"P08","Juntos por el Cambio",0.342,0.389,0.302,0.172,0.286
"P08","Liberales",0.134,0.157,0.164,0.175,0.178
"P08","Izquierda",0.038,0.039,0.03,0.025,0.01
"P08","Otro",0.047,0.042,0.07,0.13,0.163
"P08","No sabe",0.072,0.122,0.224,0.427,0.301
"P09","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.29,0.224,0.181,0.15,0.14
"P09","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.099,0.058,0.04,0.031,0.049
"P09","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.25,0.296,0.226,0.105,0.209
"P09","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.087,0.107,0.1,0.07,0.079
"P09","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.167,0.199,0.22,0.251,0.202
"P09","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.026,0.015,0.024,0.024,0.014
"P09","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.02,0.02,0.033,0.047,0.048
"P09","Otros",0.033,0.025,0.038,0.059,0.047
"P09","En blanco",0.009,0.01,0.05,0.146,0.1
"P09","No sabe",0.019,0.046,0.088,0.117,0.112
"P18","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.268,0.2,0.164,0.138,0.269
"P18","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.116,0.084,0.071,0.038,0.044
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.26,0.241,0.248,0.137,0.029
"P18","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.097,0.175,0.127,0.116,0.158
"P18","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.144,0.169,0.181,0.219,0.256
"P18","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.024,0.019,0.022,0.04,0
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.021,0.019,0.043,0.052,0.011
"P18","Otros",0.024,0.028,0.022,0.042,0.032
"P18","En blanco",0.021,0.022,0.041,0.098,0.029
"P18","No sabe",0.025,0.043,0.081,0.12,0.172
"P25","Totalmente seguro",0.72,0.589,0.548,0.45,0.369
"P25","Bastante seguro",0.138,0.209,0.161,0.098,0.174
"P25","Algo seguro",0.074,0.118,0.166,0.105,0.146
"P25","Para nada seguro",0.068,0.084,0.125,0.347,0.311
"P26","Tiene Decidido que va a ir a votar",0.935,0.892,0.832,0.677,0.794
"P26","Tiene dudas sobre si va a ir a  votar",0.048,0.087,0.101,0.159,0.129
"P26","Tiene Decidido que no va a ir a votar",0.017,0.021,0.067,0.164,0.077
"P27","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.351,0.28,0.212,0.154,0.225
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.299,0.368,0.322,0.214,0.218
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.198,0.208,0.259,0.325,0.199
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.045,0.024,0.026,0.013,0.022
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.031,0.02,0.058,0.057,0.1
"P27","Otros",0.037,0.038,0.044,0.052,0.007
"P27","En blanco",0.016,0.02,0.024,0.088,0.005
"P27","No sabe",0.023,0.042,0.055,0.097,0.224
"P28","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.37,0.277,0.229,0.158,0.19
"P28","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.256,0.318,0.278,0.234,0.243
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.227,0.254,0.299,0.378,0.178
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.038,0.016,0.021,0.008,0.006
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.022,0.025,0.051,0.041,0.127
"P28","Otros",0.036,0.037,0.042,0.059,0.09
"P28","En blanco",0.028,0.027,0.03,0.078,0.004
"P28","No sabe",0.023,0.046,0.05,0.044,0.162
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.426,0.318,0.274,0.225,0.381
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.419,0.524,0.494,0.452,0.273
"P33","En blanco",0.113,0.097,0.12,0.175,0.091
"P33","No sabe",0.042,0.061,0.112,0.148,0.255
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.378,0.411,0.365,0.347,0.514
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.204,0.254,0.345,0.249,0.23
"P34","En blanco",0.327,0.245,0.156,0.196,0.086
"P34","No sabe",0.091,0.09,0.134,0.208,0.17
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.415,0.318,0.256,0.236,0.322
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.348,0.437,0.403,0.33,0.306
"P35","En blanco",0.171,0.146,0.188,0.274,0.107
"P35","No sabe",0.066,0.099,0.153,0.16,0.265
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.315,0.36,0.335,0.255,0.534
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.239,0.29,0.316,0.419,0.236
"P36","En blanco",0.336,0.227,0.204,0.138,0.103
"P36","No sabe",0.11,0.123,0.145,0.188,0.127
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.444,0.332,0.271,0.187,0.318
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.324,0.377,0.433,0.43,0.331
"P37","En blanco",0.147,0.148,0.155,0.137,0.071
"P37","No sabe",0.085,0.143,0.141,0.246,0.28
"P38","Lo votaría",0.377,0.291,0.25,0.188,0.262
"P38","Puede que lo vote",0.102,0.112,0.147,0.099,0.062
"P38","Nunca lo votaría",0.485,0.559,0.549,0.665,0.656
"P38","No sabe",0.036,0.038,0.054,0.048,0.02
"P39","Lo votaría",0.278,0.162,0.139,0.036,0.096
"P39","Puede que lo vote",0.13,0.123,0.097,0.081,0.227
"P39","Nunca lo votaría",0.552,0.672,0.681,0.752,0.677
"P39","No sabe",0.04,0.043,0.083,0.131,0
"P40","Lo votaría",0.354,0.408,0.34,0.322,0.282
"P40","Puede que lo vote",0.13,0.169,0.17,0.218,0.194
"P40","Nunca lo votaría",0.484,0.384,0.443,0.394,0.358
"P40","No sabe",0.032,0.039,0.047,0.066,0.166
"P41","Lo votaría",0.24,0.323,0.278,0.246,0.178
"P41","Puede que lo vote",0.185,0.212,0.22,0.28,0.208
"P41","Nunca lo votaría",0.536,0.425,0.423,0.348,0.614
"P41","No sabe",0.039,0.04,0.079,0.126,0
"P42","Lo votaría",0.228,0.286,0.298,0.33,0.578
"P42","Puede que lo vote",0.148,0.164,0.209,0.233,0
"P42","Nunca lo votaría",0.597,0.501,0.443,0.412,0.399
"P42","No sabe",0.027,0.049,0.05,0.025,0.023
"P43","Lo votaría",0.075,0.095,0.087,0.066,0.041
"P43","Puede que lo vote",0.193,0.153,0.132,0.115,0.394
"P43","Nunca lo votaría",0.692,0.713,0.702,0.7,0.565
"P43","No sabe",0.04,0.039,0.079,0.119,0
"P44","Lo votaría",0.057,0.047,0.079,0.092,0
"P44","Puede que lo vote",0.158,0.167,0.166,0.212,0.429
"P44","Nunca lo votaría",0.736,0.71,0.682,0.571,0.571
"P44","No sabe",0.049,0.076,0.073,0.125,0
"P52","Si",0.573,0.524,0.41,0.3,0.264
"P52","No",0.427,0.476,0.59,0.7,0.736
