"var","categoria","Si","No"
"P05","Mucho",0.453,0.351
"P05","Bastante",0.356,0.336
"P05","Poco",0.164,0.246
"P05","Nada",0.023,0.055
"P05","No sabe",0.004,0.012
"P06","Siempre",0.343,0.225
"P06","Casi siempre",0.482,0.4
"P06","Casi nunca",0.146,0.277
"P06","Nunca, pero esta es una excepción",0.029,0.098
"P08","Unión por la Patria",0.341,0.292
"P08","Juntos por el Cambio",0.383,0.39
"P08","Liberales",0.163,0.168
"P08","Izquierda",0.023,0.031
"P08","Otro",0.041,0.048
"P08","No sabe",0.049,0.071
"P09","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.25,0.206
"P09","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.092,0.073
"P09","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.306,0.29
"P09","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.096,0.117
"P09","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.174,0.202
"P09","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.02,0.021
"P09","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.018,0.024
"P09","Otros",0.018,0.023
"P09","En blanco",0.008,0.015
"P09","No sabe",0.018,0.029
"P18","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.22,0.2
"P18","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.109,0.097
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.264,0.285
"P18","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.149,0.147
"P18","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.145,0.149
"P18","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.019,0.02
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.028,0.016
"P18","Otros",0.018,0.032
"P18","En blanco",0.021,0.027
"P18","No sabe",0.027,0.027
"P25","Totalmente seguro",0.676,0.65
"P25","Bastante seguro",0.169,0.158
"P25","Algo seguro",0.094,0.105
"P25","Para nada seguro",0.061,0.087
"P26","Tiene Decidido que va a ir a votar",0.935,0.899
"P26","Tiene dudas sobre si va a ir a  votar",0.038,0.071
