"var","categoria","Si","No"
"P26","Tiene Decidido que no va a ir a votar",0.027,0.03
"P27","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.322,0.26
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.351,0.366
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.198,0.21
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.024,0.042
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.035,0.031
"P27","Otros",0.036,0.037
"P27","En blanco",0.009,0.024
"P27","No sabe",0.025,0.03
"P28","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.321,0.266
"P28","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.311,0.314
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.238,0.242
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.025,0.03
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.027,0.033
"P28","Otros",0.036,0.037
"P28","En blanco",0.016,0.037
"P28","No sabe",0.026,0.041
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.382,0.295
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.477,0.499
"P33","En blanco",0.097,0.127
"P33","No sabe",0.044,0.079
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.396,0.392
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.227,0.259
"P34","En blanco",0.287,0.244
"P34","No sabe",0.09,0.105
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.354,0.296
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.418,0.407
"P35","En blanco",0.155,0.185
"P35","No sabe",0.073,0.112
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.334,0.326
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.287,0.28
"P36","En blanco",0.273,0.264
"P36","No sabe",0.106,0.13
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.387,0.319
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.385,0.375
"P37","En blanco",0.137,0.161
"P37","No sabe",0.091,0.145
"P38","Lo votaría",0.331,0.28
"P38","Puede que lo vote",0.112,0.114
"P38","Nunca lo votaría",0.524,0.56
"P38","No sabe",0.033,0.046
"P39","Lo votaría",0.218,0.168
"P39","Puede que lo vote",0.116,0.124
"P39","Nunca lo votaría",0.619,0.652
"P39","No sabe",0.047,0.056
"P40","Lo votaría",0.376,0.37
"P40","Puede que lo vote",0.149,0.164
"P40","Nunca lo votaría",0.441,0.428
"P40","No sabe",0.034,0.038
"P41","Lo votaría",0.272,0.28
"P41","Puede que lo vote",0.21,0.207
"P41","Nunca lo votaría",0.483,0.453
"P41","No sabe",0.035,0.06
"P42","Lo votaría",0.262,0.278
"P42","Puede que lo vote",0.175,0.165
"P42","Nunca lo votaría",0.523,0.521
"P42","No sabe",0.04,0.036
"P43","Lo votaría",0.085,0.077
"P43","Puede que lo vote",0.163,0.172
"P43","Nunca lo votaría",0.706,0.698
"P43","No sabe",0.046,0.053
"P44","Lo votaría",0.071,0.046
"P44","Puede que lo vote",0.162,0.183
"P44","Nunca lo votaría",0.711,0.696
"P44","No sabe",0.056,0.075
