"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.334,0.32,0.349,0.291,0.289,0.364,0.444,0.326,0.322,0.354,0.193,0.503,0.356,0.336,0.378,0.336,0.316
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.28,0.334,0.226,0.395,0.324,0.218,0.142,0.311,0.276,0.26,0.167,0.346,0.283,0.317,0.293,0.219,0.253
"En blanco",0.261,0.245,0.276,0.218,0.278,0.28,0.239,0.229,0.251,0.295,0.47,0.074,0.261,0.242,0.221,0.277,0.288
"No sabe",0.125,0.101,0.149,0.096,0.109,0.138,0.175,0.134,0.151,0.091,0.17,0.077,0.1,0.105,0.108,0.168,0.143
