"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Si",0.51,0.541,0.479,0.448,0.509,0.551,0.518,0.501,0.498,0.529,0.552,0.504,0.371,0.522,0.473,0.611,0.5
"No",0.49,0.459,0.521,0.552,0.491,0.449,0.482,0.499,0.502,0.471,0.448,0.496,0.629,0.478,0.527,0.389,0.5
