"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P33","No sabe",0.054,0.054,0.096,0.152
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.389,0.391,0.381,0.368
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.236,0.23,0.3,0.309
"P34","En blanco",0.273,0.278,0.214,0.178
"P34","No sabe",0.102,0.101,0.105,0.145
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.385,0.351,0.297,0.239
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.395,0.396,0.375,0.374
"P35","En blanco",0.143,0.156,0.223,0.182
"P35","No sabe",0.077,0.097,0.105,0.205
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.368,0.325,0.328,0.283
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.248,0.276,0.301,0.358
"P36","En blanco",0.283,0.254,0.255,0.234
"P36","No sabe",0.101,0.145,0.116,0.125
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.403,0.368,0.313,0.263
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.335,0.36,0.418,0.405
"P37","En blanco",0.171,0.141,0.139,0.129
"P37","No sabe",0.091,0.131,0.13,0.203
"P38","Lo votaría",0.372,0.308,0.26,0.265
"P38","Puede que lo vote",0.106,0.106,0.131,0.151
"P38","Nunca lo votaría",0.478,0.554,0.557,0.533
"P38","No sabe",0.044,0.032,0.052,0.051
"P39","Lo votaría",0.243,0.188,0.168,0.173
"P39","Puede que lo vote",0.116,0.131,0.109,0.095
"P39","Nunca lo votaría",0.585,0.647,0.648,0.636
"P39","No sabe",0.056,0.034,0.075,0.096
"P40","Lo votaría",0.358,0.386,0.345,0.361
"P40","Puede que lo vote",0.139,0.159,0.181,0.126
"P40","Nunca lo votaría",0.467,0.418,0.44,0.419
"P40","No sabe",0.036,0.037,0.034,0.094
"P41","Lo votaría",0.284,0.28,0.258,0.277
"P41","Puede que lo vote",0.179,0.211,0.223,0.224
"P41","Nunca lo votaría",0.495,0.453,0.477,0.42
"P41","No sabe",0.042,0.056,0.042,0.079
"P42","Lo votaría",0.254,0.25,0.295,0.377
"P42","Puede que lo vote",0.152,0.161,0.217,0.136
"P42","Nunca lo votaría",0.558,0.548,0.463,0.4
"P42","No sabe",0.036,0.041,0.025,0.087
"P43","Lo votaría",0.085,0.08,0.088,0.087
"P43","Puede que lo vote",0.173,0.152,0.191,0.137
"P43","Nunca lo votaría",0.692,0.716,0.688,0.677
"P43","No sabe",0.05,0.052,0.033,0.099
"P44","Lo votaría",0.063,0.059,0.053,0.061
"P44","Puede que lo vote",0.172,0.161,0.179,0.151
"P44","Nunca lo votaría",0.721,0.712,0.691,0.683
"P44","No sabe",0.044,0.068,0.077,0.105
"P52","Si",0.614,0.556,0.355,0.235
"P52","No",0.386,0.444,0.645,0.765
