"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"No estaba enterado del tema",0.141,0.11,0.174,0.126,0.138,0.139,0.177,0.207,0.125,0.087,0.142,0.168,0.013,0.219,0.136,0.055,0,0.177,0.157,0.044,0.073,0.119,0.173,0.317,0.07,0.059,0.078
"Un tema de la vida privada de él",0.133,0.093,0.176,0.14,0.133,0.139,0.109,0.156,0.123,0.12,0.146,0.09,0.325,0.117,0.139,0.154,0.043,0.07,0.111,0.174,0.227,0.319,0.215,0.093,0.044,0.027,0.07
"Un hecho vergonzoso de exclusiva responsabilidad de él",0.347,0.327,0.368,0.241,0.308,0.429,0.503,0.297,0.335,0.431,0.482,0.201,0.325,0.319,0.257,0.664,0.01,0.377,0.33,0.346,0.394,0.275,0.462,0.503,0.187,0.151,0.161
"Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.123,0.105,0.142,0.08,0.145,0.164,0.066,0.16,0.131,0.063,0.061,0.135,0.199,0.136,0.19,0.052,0.258,0.066,0.133,0.174,0.149,0.167,0.064,0.022,0.304,0.1,0.191
"Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.232,0.348,0.108,0.41,0.25,0.116,0.071,0.155,0.263,0.274,0.126,0.406,0.138,0.186,0.271,0,0.689,0.277,0.242,0.262,0.134,0.12,0.035,0.044,0.395,0.663,0.496
"No sabe",0.024,0.017,0.032,0.003,0.026,0.013,0.074,0.025,0.023,0.025,0.043,0,0,0.023,0.007,0.075,0,0.033,0.027,0,0.023,0,0.051,0.021,0,0,0.004
