"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Muy positiva",0.294,0.27,0.322,0.362,0.252,0.261,0.36,0.292,0.277,0.327,0.392,0.201,0.435,0.341,0.229,0.414,0,0.365,0.275,0.275,0.167,0.423,0.468,0.406,0.085,0.12,0.117
"Positiva",0.216,0.176,0.262,0.035,0.274,0.241,0.303,0.156,0.248,0.234,0.24,0.18,0.139,0.159,0.155,0.398,0.293,0.212,0.212,0.045,0.4,0.141,0.236,0.39,0.151,0.242,0.097
"Neutral",0.168,0.209,0.122,0.236,0.125,0.18,0.159,0.137,0.2,0.149,0.15,0.174,0.242,0.196,0.123,0.146,0.031,0.146,0.188,0.206,0.161,0.068,0.11,0.027,0.387,0.108,0.197
"Algo negativa",0.095,0.1,0.09,0.095,0.115,0.076,0.075,0.067,0.116,0.095,0.062,0.109,0.021,0.054,0.231,0,0.066,0.062,0.093,0.325,0.066,0,0.021,0.048,0.149,0.295,0.178
"Negativa",0.134,0.163,0.099,0.202,0.122,0.117,0.082,0.19,0.088,0.143,0.081,0.254,0.139,0.133,0.14,0.016,0.61,0.103,0.163,0.149,0.072,0.131,0.06,0.122,0.131,0.235,0.295
"No sabe",0.093,0.082,0.105,0.07,0.112,0.125,0.021,0.158,0.071,0.052,0.075,0.082,0.024,0.117,0.122,0.026,0,0.112,0.069,0,0.134,0.237,0.105,0.007,0.097,0,0.116
