"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P06","Tiene Decidido que va a ir a votar",0.827,0.921,0.96,0.906
"P06","Tiene dudas sobre si va a ir a  votar",0.138,0.043,0.04,0.094
"P06","Tiene Decidido que no va a ir a votar",0.035,0.036,0,0
"P07","Mucho",0.496,0.481,0.574,0.493
"P07","Bastante",0.292,0.243,0.218,0.248
"P07","Poco",0.178,0.183,0.176,0.093
"P07","Nada",0.014,0.08,0.028,0.16
"P07","No sabe",0.02,0.013,0.004,0.006
"P08","Siempre",0.326,0.27,0.192,0.334
"P08","Casi siempre",0.272,0.249,0.365,0.332
"P08","Casi nunca",0.245,0.349,0.294,0.193
"P08","Nunca, pero esta es una excepción",0.157,0.132,0.149,0.141
"P13","Unión por la Patria",0.525,0.053,0.728,0.728
"P13","Juntos por el Cambio ",0.202,0.108,0.05,0.004
"P13","Juntos Somos Río Negro",0.13,0.142,0.061,0.074
"P13","Liberales",0.036,0.596,0.063,0.004
"P13","Izquierda",0.047,0.024,0.026,0.093
"P13","Otro",0.008,0.02,0.008,0
"P13","No sabe",0.052,0.057,0.064,0.097
"P14","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.541,0.035,0.805,0.848
"P14","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.254,0.075,0.029,0.026
"P14","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.047,0.041,0.069,0.006
"P14","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.105,0.827,0.088,0.065
"P14","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.001,0.002,0.005,0.021
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.018,0.009,0.004,0
"P14","En blanco",0.001,0,0,0.003
"P14","No sabe",0.033,0.011,0,0.031
"P18","Totalmente seguro",0.595,0.82,0.754,0.723
"P18","Bastante seguro",0.204,0.067,0.176,0.118
"P18","Algo seguro",0.058,0.043,0.051,0.153
"P18","Para nada seguro",0.143,0.07,0.019,0.006
"P22","Sí",0.374,0.89,0.159,0.231
"P22","No",0.626,0.11,0.841,0.769
"P23","Martín Soria a Diputado Nacional por Unión por la Patria",0.195,0.067,0.113,0
"P23","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.573,0.159,0.083,0.069
"P23","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.072,0.12,0.37,0.345
"P23","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.092,0.354,0.064,0.278
"P23","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0,0.007,0,0.045
"P23","En blanco",0,0.136,0.193,0
"P23","No sabe",0.068,0.157,0.177,0.263
"P27","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.624,0.111,0.902,0.797
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.322,0.425,0,0.049
"P27","En blanco",0.007,0.332,0.098,0
"P27","No sabe",0.047,0.132,0,0.154
"P29","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.638,0.076,0.826,0.815
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.214,0.878,0.095,0.071
"P29","En blanco",0.11,0.033,0.077,0
"P29","No sabe",0.038,0.013,0.002,0.114
"P30","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.401,0.598,0.11,0.228
"P30","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.124,0.18,0.148,0.061
"P30","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.341,0.061,0.559,0.545
"P30","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.067,0.087,0.109,0.124
"P30","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.014,0.051,0.028,0.023
"P30","No sabe",0.053,0.023,0.046,0.019
"P31","No estaba enterado del tema",0.257,0.083,0.086,0.167
"P31","Un tema de la vida privada de él",0.105,0.075,0.249,0.099
"P31","Un hecho vergonzoso de exclusiva responsabilidad de él",0.313,0.16,0.537,0.457
"P31","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.156,0.161,0.057,0.106
"P31","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.165,0.521,0.026,0.103
"P31","No sabe",0.004,0,0.045,0.068
"P32","Si",0.776,0.866,0.728,0.724
"P32","No",0.224,0.134,0.272,0.276
"P33","Sergio Massa",0.551,0.084,0.824,0.74
"P33","Patria Bullrich",0.272,0.09,0.017,0.021
"P33","Javier Milei",0.046,0.714,0.112,0.035
"P33","Myriam Bregman",0.083,0.072,0.024,0.138
"P33","Juan Schiaretti",0.048,0.04,0.023,0.066
"P34","Ha aumentado significativamente",0.241,0.052,0.156,0.183
