"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa",0.505,0.412,0.609,0.377,0.386,0.697,0.753,0.608,0.417,0.531,0.688,0.291,0.228,0.577,0.297,0.824,0.025,0.631,0.478,0.272,0.468,0.57,0.869,0.732,0.189,0,0.078
"Patria Bullrich",0.106,0.141,0.067,0.155,0.095,0.09,0.079,0.067,0.125,0.12,0.071,0.175,0.091,0.104,0.169,0.042,0.138,0.094,0.105,0.253,0.091,0,0.052,0.064,0.502,0.555,0.039
"Javier Milei",0.274,0.317,0.226,0.327,0.359,0.181,0.093,0.214,0.334,0.245,0.133,0.461,0.212,0.229,0.371,0.041,0.55,0.191,0.342,0.417,0.136,0.161,0.009,0.027,0.175,0.236,0.811
"Myriam Bregman",0.073,0.088,0.057,0.095,0.109,0.016,0.024,0.111,0.057,0.053,0.077,0.03,0.261,0.082,0.073,0.078,0.262,0.041,0.032,0,0.278,0.235,0.067,0.157,0.035,0.091,0.002
"Juan Schiaretti",0.042,0.042,0.041,0.046,0.051,0.016,0.051,0,0.067,0.051,0.031,0.043,0.208,0.008,0.09,0.015,0.025,0.043,0.043,0.058,0.027,0.034,0.003,0.02,0.099,0.118,0.07
