"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.252,0.253,0.25,0.411,0.191,0.147,0.328,0.32,0.188,0.275,0.236,0.263,0.138,0.313,0.259,0.207,0.348,0.281,0.253,0.263,0.206,0.195,0.299,0.258,0.632,0.567,0.042
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.32,0.41,0.222,0.45,0.362,0.223,0.137,0.243,0.394,0.288,0.156,0.556,0.538,0.219,0.52,0.034,0.622,0.279,0.355,0.37,0.239,0.304,0.043,0.101,0.284,0.36,0.778
"En blanco",0.265,0.216,0.318,0.074,0.27,0.437,0.293,0.173,0.288,0.342,0.376,0.107,0.296,0.255,0.151,0.445,0.019,0.303,0.238,0.341,0.313,0.139,0.375,0.41,0.078,0.058,0.111
"No sabe",0.163,0.121,0.21,0.065,0.177,0.193,0.242,0.264,0.13,0.095,0.232,0.074,0.028,0.213,0.07,0.314,0.011,0.137,0.154,0.026,0.242,0.362,0.283,0.231,0.006,0.015,0.069
