"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.457,0.584,0.363,0.85,0.248,0.691,0.122,0.483,0.419,0.463,0.649,0.075,0,0.521,0.183,1,0,0.282,0.577,0.044,0.417,0.804,0.722,0.467,0.026,0.227,0
"Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.051,0.045,0.056,0.023,0.005,0.024,0.272,0.005,0.12,0.038,0.006,0.167,0,0.012,0.245,0,1,0.023,0.09,0.045,0.036,0,0,0.047,0.487,0.129,0
"Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.207,0.024,0.342,0,0.39,0.186,0,0.194,0.154,0.289,0.068,0.587,0,0.286,0.032,0,0,0.031,0.19,0.836,0.381,0,0.111,0,0,0,0.906
"Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente el Frente de Izquierda",0.061,0.143,0,0,0.146,0,0,0.151,0,0,0.099,0,0,0,0.381,0,0,0.228,0,0,0,0,0,0.471,0,0,0
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.078,0.016,0.124,0,0.093,0.047,0.193,0,0.172,0.081,0.059,0,1,0.073,0.147,0,0,0.083,0.119,0.075,0,0,0,0,0.066,0.52,0.03
"En blanco",0.06,0.043,0.073,0.049,0.087,0.043,0.03,0.03,0.088,0.073,0.029,0.115,0,0.067,0.012,0,0,0.089,0.019,0,0.078,0.177,0.026,0.015,0.311,0.042,0.064
"No sabe",0.086,0.145,0.042,0.078,0.031,0.009,0.383,0.137,0.047,0.056,0.09,0.056,0,0.041,0,0,0,0.264,0.005,0,0.088,0.019,0.141,0,0.11,0.082,0
