"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Muy buena",0.066,0.063,0.068,0.07,0.072,0.07,0.042,0.046,0.064,0.084,0.104,0.042,0.027,0.172,0.128,0.026,0.015,0.025,0.063,0.055,0.08,0.07
"Buena",0.191,0.197,0.186,0.168,0.171,0.212,0.227,0.192,0.171,0.213,0.311,0.121,0.16,0.309,0.353,0.143,0.112,0.15,0.205,0.151,0.238,0.191
"Regular",0.319,0.326,0.313,0.299,0.327,0.303,0.346,0.342,0.3,0.32,0.329,0.325,0.3,0.305,0.319,0.317,0.406,0.302,0.316,0.363,0.247,0.314
"Mala",0.253,0.251,0.254,0.222,0.249,0.265,0.272,0.283,0.267,0.211,0.172,0.29,0.337,0.144,0.149,0.293,0.219,0.166,0.238,0.281,0.337,0.242
"Muy mala",0.171,0.163,0.179,0.241,0.181,0.15,0.113,0.137,0.198,0.172,0.084,0.222,0.176,0.07,0.051,0.221,0.248,0.357,0.178,0.15,0.098,0.183
