"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.404,0.401,0.407,0.392,0.428,0.41,0.358,0.428,0.395,0.393,0.744,0.188,0.267,0.718,0.69,0.058,0.191,0.101,0.386,0.404,0.406,0.419
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.393,0.392,0.394,0.342,0.346,0.428,0.494,0.353,0.375,0.45,0.117,0.644,0.362,0.156,0.106,0.844,0.534,0.442,0.405,0.368,0.4,0.393
"En blanco",0.112,0.126,0.098,0.173,0.122,0.087,0.062,0.103,0.121,0.108,0.081,0.105,0.171,0.088,0.118,0.075,0.186,0.352,0.119,0.101,0.13,0.107
"No sabe",0.091,0.081,0.101,0.093,0.104,0.075,0.086,0.116,0.109,0.049,0.058,0.063,0.2,0.038,0.086,0.023,0.089,0.105,0.09,0.127,0.064,0.081
