"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Muy positivo",0.308,0.334,0.283,0.272,0.341,0.328,0.248,0.354,0.301,0.276,0.414,0.244,0.212,0.463,0.424,0.14,0.097,0.178,0.299,0.279,0.196,0.341
"Positivo",0.209,0.221,0.196,0.245,0.199,0.21,0.195,0.238,0.201,0.19,0.238,0.19,0.224,0.157,0.197,0.115,0.209,0.416,0.197,0.193,0.241,0.219
"Neutral",0.287,0.256,0.318,0.286,0.28,0.28,0.312,0.228,0.288,0.338,0.238,0.319,0.262,0.248,0.292,0.375,0.378,0.296,0.301,0.277,0.366,0.27
"Algo negativo",0.059,0.056,0.062,0.06,0.061,0.053,0.064,0.037,0.068,0.07,0.034,0.077,0.099,0.051,0.03,0.097,0.124,0.055,0.059,0.079,0.08,0.05
"Negativo",0.084,0.095,0.073,0.085,0.074,0.073,0.116,0.072,0.088,0.09,0.032,0.135,0.098,0.066,0.021,0.172,0.15,0.055,0.09,0.104,0.065,0.074
"No sabe",0.053,0.038,0.068,0.052,0.045,0.056,0.065,0.071,0.054,0.036,0.044,0.035,0.105,0.015,0.036,0.101,0.042,0,0.054,0.068,0.052,0.046
