"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Muy buena",0.044,0.044,0.045,0.049,0.039,0.053,0.039,0.057,0.047,0.031,0.08,0.019,0.087,0.06,0.034,0.004,0.007,0.02,0.033,0.036,0.048,0.057
"Buena",0.124,0.111,0.137,0.094,0.113,0.155,0.135,0.111,0.131,0.128,0.251,0.051,0.061,0.246,0.196,0.037,0.023,0.063,0.118,0.08,0.17,0.142
"Regular",0.184,0.193,0.174,0.17,0.187,0.197,0.173,0.222,0.158,0.177,0.316,0.088,0.119,0.274,0.481,0.031,0.083,0.041,0.18,0.185,0.173,0.187
"Mala",0.222,0.214,0.228,0.197,0.233,0.188,0.266,0.253,0.22,0.195,0.192,0.232,0.245,0.187,0.184,0.202,0.301,0.19,0.24,0.264,0.24,0.186
"Muy mala",0.426,0.438,0.416,0.49,0.428,0.407,0.387,0.357,0.444,0.469,0.161,0.61,0.488,0.233,0.105,0.726,0.586,0.686,0.429,0.435,0.369,0.428
