"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.139,0.157,0.12,0.133,0.147,0.111,0.169,0.191,0.138,0.076,0.404,0.06,0.255,0.233,0.172,0.221,0.094,0.038,0.087,0.174,0.03,0.176
"Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.456,0.427,0.486,0.409,0.424,0.58,0.455,0.408,0.473,0.491,0.202,0.596,0.215,0.488,0.292,0.542,0.426,0.328,0.454,0.526,0.509,0.411
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.137,0.148,0.125,0.099,0.168,0.108,0.168,0.127,0.128,0.163,0.191,0.137,0.149,0.161,0.3,0.237,0.161,0.155,0.184,0.114,0.067,0.122
"Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.034,0.023,0.046,0.042,0.03,0.027,0.041,0.03,0.043,0.027,0.032,0.028,0.03,0.097,0.126,0,0.015,0.095,0.03,0.022,0.099,0.035
"En blanco",0.176,0.177,0.175,0.303,0.159,0.084,0.107,0.148,0.185,0.197,0.13,0.136,0.249,0.016,0.11,0,0.144,0.345,0.184,0.144,0.166,0.188
"No sabe",0.058,0.068,0.048,0.014,0.072,0.09,0.06,0.096,0.033,0.046,0.041,0.043,0.102,0.005,0,0,0.16,0.039,0.061,0.02,0.129,0.068
