"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.131,0.142,0.121,0.287,0.124,0.101,0.075,0.153,0.14,0.106,0.328,0.09,0.082,0.155,0.17,0.037,0.2,0.08,0.11,0.207,0.264,0.103
"Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.35,0.366,0.335,0.426,0.407,0.318,0.246,0.368,0.322,0.364,0.228,0.367,0.382,0.374,0.173,0.377,0.301,0.723,0.333,0.342,0.362,0.366
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.182,0.202,0.164,0.058,0.19,0.205,0.224,0.177,0.181,0.187,0.262,0.17,0.262,0.199,0.523,0.143,0.186,0.092,0.224,0.209,0.09,0.148
"Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.016,0.014,0.019,0.02,0.016,0.016,0.015,0.013,0.024,0.011,0.014,0.016,0.004,0.075,0,0.015,0.016,0,0.024,0.002,0,0.017
"En blanco",0.195,0.182,0.206,0.147,0.158,0.224,0.25,0.153,0.205,0.216,0.113,0.226,0.122,0.132,0.134,0.279,0.189,0.043,0.198,0.098,0.221,0.226
"No sabe",0.126,0.094,0.155,0.062,0.105,0.136,0.19,0.136,0.128,0.116,0.055,0.131,0.148,0.065,0,0.149,0.108,0.062,0.111,0.142,0.063,0.14
