"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Muy positiva",0.33,0.308,0.352,0.318,0.334,0.358,0.294,0.303,0.335,0.349,0.552,0.178,0.14,0.557,0.51,0.152,0.179,0.196,0.311,0.285,0.275,0.369
"Positiva",0.211,0.221,0.202,0.188,0.225,0.206,0.21,0.218,0.199,0.219,0.231,0.199,0.263,0.137,0.213,0.163,0.251,0.12,0.191,0.232,0.258,0.214
"Neutral",0.236,0.246,0.227,0.26,0.236,0.232,0.224,0.25,0.236,0.224,0.118,0.316,0.249,0.149,0.203,0.303,0.274,0.367,0.266,0.254,0.229,0.207
"Algo negativa",0.081,0.08,0.082,0.085,0.076,0.077,0.094,0.055,0.106,0.077,0.032,0.121,0.107,0.045,0.017,0.174,0.091,0.126,0.08,0.076,0.081,0.084
"Negativa",0.101,0.112,0.089,0.103,0.097,0.086,0.125,0.113,0.085,0.107,0.049,0.146,0.114,0.093,0.034,0.178,0.163,0.169,0.111,0.102,0.121,0.09
"No sabe",0.041,0.033,0.048,0.046,0.032,0.041,0.053,0.061,0.039,0.024,0.018,0.04,0.127,0.019,0.023,0.03,0.042,0.022,0.041,0.051,0.036,0.036
