"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.363,0.335,0.391,0.292,0.302,0.406,0.506,0.343,0.354,0.393,0.209,0.514,0.369,0.232,0.183,0.789,0.657,0.166,0.363,0.341,0.418,0.366
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.255,0.309,0.203,0.382,0.288,0.193,0.143,0.256,0.265,0.241,0.15,0.312,0.309,0.112,0.109,0.146,0.157,0.688,0.248,0.349,0.258,0.22
"En blanco",0.242,0.236,0.248,0.245,0.26,0.24,0.204,0.211,0.246,0.267,0.442,0.11,0.146,0.485,0.58,0.026,0.095,0.1,0.258,0.177,0.199,0.262
"No sabe",0.14,0.12,0.158,0.081,0.15,0.161,0.147,0.19,0.135,0.099,0.199,0.064,0.176,0.171,0.128,0.039,0.091,0.046,0.131,0.133,0.125,0.152
