"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Siempre",0.234,0.253,0.216,0.206,0.206,0.268,0.288,0.262,0.214,0.231,0.255,0.266,0.21,0.27,0.274,0.242,0.217,0.264,0.224,0.237,0.236,0.241
"Casi siempre",0.369,0.358,0.379,0.27,0.367,0.417,0.434,0.325,0.375,0.408,0.401,0.4,0.32,0.417,0.37,0.451,0.498,0.293,0.372,0.329,0.328,0.389
"Casi nunca",0.287,0.291,0.283,0.344,0.317,0.255,0.189,0.29,0.292,0.276,0.273,0.253,0.384,0.271,0.312,0.243,0.242,0.317,0.302,0.307,0.319,0.261
"Nunca, pero esta es una excepción",0.11,0.098,0.122,0.18,0.11,0.06,0.089,0.123,0.119,0.085,0.071,0.081,0.086,0.042,0.044,0.064,0.043,0.126,0.102,0.127,0.117,0.109
