"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Muy positivo",0.112,0.117,0.107,0.11,0.108,0.127,0.102,0.12,0.124,0.092,0.19,0.067,0.025,0.194,0.171,0.01,0.024,0.032,0.106,0.063,0.103,0.136
"Positivo",0.168,0.178,0.157,0.158,0.164,0.177,0.17,0.203,0.143,0.164,0.259,0.11,0.159,0.248,0.276,0.067,0.129,0.153,0.17,0.19,0.12,0.164
"Neutral",0.424,0.422,0.427,0.473,0.437,0.412,0.373,0.359,0.408,0.498,0.349,0.475,0.494,0.4,0.45,0.551,0.566,0.476,0.443,0.378,0.431,0.425
"Algo negativo",0.082,0.085,0.079,0.06,0.078,0.093,0.094,0.084,0.093,0.068,0.049,0.11,0.092,0.051,0.028,0.131,0.046,0.072,0.071,0.13,0.087,0.073
"Negativo",0.084,0.088,0.079,0.082,0.081,0.07,0.111,0.086,0.083,0.083,0.038,0.124,0.071,0.068,0.008,0.144,0.101,0.215,0.095,0.085,0.083,0.075
"No sabe",0.13,0.11,0.151,0.117,0.132,0.121,0.15,0.148,0.149,0.095,0.115,0.114,0.159,0.039,0.067,0.097,0.134,0.052,0.115,0.154,0.176,0.127
