"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Muy buena",0.048,0.055,0.043,0.069,0.049,0.043,0.035,0.047,0.054,0.043,0.066,0.035,0.022,0.089,0.133,0.027,0.025,0.051,0.051,0.047,0.09,0.041
"Buena",0.204,0.197,0.211,0.162,0.184,0.239,0.238,0.185,0.172,0.257,0.283,0.17,0.141,0.345,0.274,0.202,0.212,0.175,0.217,0.166,0.265,0.2
"Regular",0.433,0.449,0.417,0.387,0.434,0.432,0.475,0.441,0.405,0.456,0.42,0.454,0.492,0.386,0.449,0.492,0.503,0.343,0.419,0.438,0.427,0.443
"Mala",0.205,0.184,0.223,0.224,0.215,0.188,0.185,0.188,0.257,0.161,0.158,0.225,0.179,0.139,0.095,0.21,0.188,0.258,0.203,0.221,0.151,0.206
"Muy mala",0.11,0.115,0.106,0.158,0.118,0.098,0.067,0.139,0.112,0.083,0.073,0.116,0.166,0.041,0.049,0.069,0.072,0.173,0.11,0.128,0.067,0.11
