"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Muy bajas",0.05,0.062,0.039,0.071,0.055,0.036,0.04,0.059,0.041,0.053,0.034,0.055,0.08,0.062,0.044,0.085,0.056,0.057,0.063,0.034,0.058,0.045
"Bajas",0.102,0.121,0.084,0.116,0.09,0.092,0.127,0.084,0.093,0.128,0.087,0.115,0.099,0.093,0.096,0.223,0.158,0.189,0.117,0.098,0.105,0.091
"Adecuadas",0.254,0.261,0.247,0.159,0.249,0.295,0.298,0.259,0.223,0.283,0.316,0.217,0.264,0.34,0.432,0.212,0.264,0.231,0.254,0.216,0.188,0.278
"Altas",0.325,0.298,0.351,0.326,0.327,0.326,0.317,0.318,0.331,0.324,0.352,0.305,0.372,0.275,0.337,0.285,0.238,0.135,0.309,0.329,0.401,0.326
"Muy altas",0.269,0.258,0.279,0.328,0.279,0.251,0.218,0.28,0.312,0.212,0.211,0.308,0.185,0.23,0.091,0.195,0.284,0.388,0.257,0.323,0.248,0.26
