"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Muy positivo",0.164,0.174,0.155,0.194,0.17,0.175,0.114,0.163,0.175,0.155,0.279,0.086,0.052,0.29,0.236,0.013,0.068,0.118,0.17,0.106,0.108,0.189
"Positivo",0.205,0.205,0.206,0.164,0.203,0.231,0.208,0.26,0.193,0.171,0.304,0.147,0.191,0.2,0.365,0.058,0.161,0.169,0.183,0.22,0.177,0.221
"Neutral",0.341,0.333,0.35,0.386,0.331,0.332,0.337,0.27,0.332,0.413,0.258,0.39,0.378,0.307,0.283,0.435,0.334,0.259,0.337,0.365,0.413,0.326
"Algo negativo",0.087,0.089,0.084,0.057,0.104,0.085,0.08,0.07,0.109,0.078,0.045,0.128,0.14,0.084,0.027,0.139,0.133,0.174,0.092,0.096,0.093,0.079
"Negativo",0.123,0.14,0.105,0.141,0.103,0.118,0.153,0.137,0.105,0.129,0.052,0.176,0.098,0.085,0.033,0.245,0.23,0.209,0.135,0.135,0.111,0.11
"No sabe",0.08,0.059,0.1,0.058,0.089,0.059,0.108,0.1,0.086,0.054,0.062,0.073,0.141,0.034,0.056,0.11,0.074,0.071,0.083,0.078,0.098,0.075
