codigo	bloque	paleta	texto	label	aclaracion
P10	Intención de voto 	politica	Si las elecciones presidenciales fueran mañana ¿Al candidato de qué espacio político votaría?	Intención de voto para elecciones presidenciales según espacio político	
P10_imputada	Intención de voto 	politica	Si las elecciones presidenciales fueran mañana ¿Al candidato de qué espacio político votaría?	Intención de voto para elecciones presidenciales según espacio político	(imputación no lineal de indecisos)
P13	Intención de voto 	politica	Pensando en las próximas elecciones de primera vuelta a cuál de los siguientes candidatos prefería votar para presidente y vicepresidente de la nación 	Preferencia de voto para Presidente y Vicepresidente en primera vuelta	
P13_imputada	Intención de voto 	politica	Pensando en las próximas elecciones de primera vuelta a cuál de los siguientes candidatos prefería votar para presidente y vicepresidente de la nación 	Preferencia de voto para Presidente y Vicepresidente en primera vuelta	(imputación no lineal de indecisos)
P16	Intención de voto 	politica	En las elecciones a jefe de gobierno de la Ciudad de Buenos Aires de este año ¿A qué espacio político votaría?	Preferencia de voto para Jefe de Gobierno por espacio político	
P17	Intención de voto 	politica	Pensando en las próximas elecciones de primera vuelta a cuál de los siguientes candidatos prefería votar para jefe de gobierno de la ciudad de buenos aires 	Preferencia de voto para Jefe de Gobierno en primera vuelta	
P20	Intención de voto 	politica	Pensando en las próximas elecciones de primera vuelta a presidente y vicepresidente y generales a gobernador y vicegobernador a que candidatos preferiría votar?	Preferencia de voto para Presidente, Vicepresidente, Gobernador y Vicegobernador en Primera vuelta	
P26	Intención de voto 	diverging	¿Podría usted decirnos cuán seguro está de sus preferencias de voto a presidente en las próximas elecciones? 	Nivel de seguridad sobre preferencias electorales	
P27	Intención de voto 	diverging	¿Podría usted decirnos qué tan seguro está en ir a votar en las próximas elecciones?	Nivel decisión sobre ir a votar o no	
P28	Escenarios electorales: Segunda vuelta 	politica	Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría	Intención de voto por fórmulas presidenciales en segunda vuelta	(Escenario 1)
P29	Escenarios electorales: Segunda vuelta 	politica	Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría	Intención de voto por fórmulas presidenciales en segunda vuelta	(Escenario 2)
P30	Escenarios electorales: Segunda vuelta 	politica	Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría	Intención de voto por fórmulas presidenciales en segunda vuelta	(Escenario 3)
P38	Político	qualitative	¿Cuál de las siguientes opciones diría que es el principal problema del país? 	Opinión sobre los principales problemas del país	
